Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/Categorias,22843,3664,7100.0,6351.371355854524,0.350399874150753,34226.36910015717,103.2862583723679,27.893241182536322,4.47405488301944,7100,8900,9600,10000,15000,21000,23000,24000,29000,34000,34000
GET,/Mesas,5795,940,7200.0,6339.123966126298,0.3534001298248768,34228.56449987739,1987.7546160483175,7.076186694076872,1.1478197571065158,7200,8900,9600,10000,16000,21000,22000,24000,34000,34000,34000
GET,/Pedidos/5925,16881,2639,7000.0,6229.0504758025845,0.4314999096095562,34220.83460027352,303.7213435223032,20.613133318845847,3.222442913834144,7000,8800,9600,10000,15000,21000,22000,24000,31000,34000,34000
GET,/Productos,22781,5422,230.0,2005.4231581489328,0.4342002794146538,34214.97379988432,571.4959834950178,27.81753392196121,6.620722045778223,230,370,530,760,8700,11000,18000,21000,26000,34000,34000
PUT,Abrir Mesa,22668,5020,1600.0,3902.1650698585304,0.4952000454068184,36395.15109965578,128.72644256220224,27.679551334138832,6.129845936887989,1600,2600,5400,8800,11000,14000,21000,22000,29000,34000,36000
POST,Agregar Item,43756,19585,1300.0,3697.3232133175043,0.457600224763155,34235.10600021109,88.66301764329464,53.42978860846033,23.914946747799057,1300,2000,7600,9100,10000,12000,19000,21000,26000,34000,34000
PUT,Cerrar Mesa,17291,7079,2200.0,5441.089572046687,0.6410996429622173,34536.83900041506,35.59695795500549,21.113778106519966,8.644059638890454,2200,8900,9700,10000,12000,16000,21000,24000,29000,34000,35000
,Aggregated,152015,44349,1300.0,4453.336693280441,0.350399874150753,36395.15109965578,259.4335624773871,185.6232131665394,54.153891923315825,1300,6300,8800,9400,11000,16000,21000,23000,28000,34000,36000
