run;transfer_MB;bandwidth_Mbps;hops;avg_loss_pct;avg_latency_ms;avg_best_ms;avg_worst_ms;avg_stdev_ms;interfaz;rx_pps;tx_pps
1;93.8;78.7;8;7,50;14,38;14,75;13,38;16,12;enp6s18;6055;6852
2;92.7;77.8;8;10,00;14,50;15,00;12,88;17,62;enp6s18;4402;5038
3;89.6;75.2;8;11,25;15,38;14,88;13,25;17,25;enp6s18;4700;5400
4;91.9;77.1;8;6,25;14,88;14,62;13,25;16,62;enp6s18;5197;5861
5;93.5;78.4;8;10,00;14,12;15,25;13,12;19,62;enp6s18;4645;5346
6;87.4;73.3;8;7,50;14,50;14,88;13,62;16,62;enp6s18;2380;3079
7;94.8;79.5;8;7,50;14,38;15,00;13,50;17,25;enp6s18;4973;5759
8;94.6;79.4;8;3,75;15,25;14,38;13,25;16,38;enp6s18;7926;9102
9;94.7;79.4;8;8,75;15,00;14,50;13,25;17,25;enp6s18;2815;3468
10;97.9;82.1;8;8,75;14,88;15,25;13,00;18,50;enp6s18;3601;4278
