run;latencia_ms_promedio;threads;block_size;total_size;total_operations;total_time_s;min_latency_ms;avg_latency_ms;max_latency_ms;swpd_avg;free_avg;buff_avg;cache_avg;si_avg;so_avg;mem_used;mem_free
1;0,000016;1;1024KiB;128MiB;128;0.0056;0.04;0.04;0.07;0;13684916;52452;2044588;0;0;1473;13364
2;0,000016;1;1024KiB;128MiB;128;0.0059;0.04;0.04;0.08;0;13671100;52548;2044000;0;0;1484;13354
3;0,000016;1;1024KiB;128MiB;128;0.0062;0.04;0.05;0.09;0;13665884;52644;2045120;0;0;1492;13345
4;0,000016;1;1024KiB;128MiB;128;0.0056;0.04;0.04;0.08;0;13651472;52788;2046040;0;0;1507;13328
5;0,000016;1;1024KiB;128MiB;128;0.0057;0.04;0.04;0.08;0;13683532;52900;2047328;0;0;1472;13362
6;0,000016;1;1024KiB;128MiB;128;0.0056;0.04;0.04;0.08;0;13658116;53036;2048476;0;0;1495;13338
7;0,000016;1;1024KiB;128MiB;128;0.0055;0.04;0.04;0.07;0;13682368;53140;2049532;0;0;1471;13361
8;0,000016;1;1024KiB;128MiB;128;0.0055;0.04;0.04;0.08;0;13676584;53252;2050564;0;0;1475;13356
9;0,000016;1;1024KiB;128MiB;128;0.0057;0.04;0.04;0.08;0;13661172;53356;2051740;0;0;1489;13340
10;0,000016;1;1024KiB;128MiB;128;0.0056;0.04;0.04;0.07;0;13645372;53452;2052776;0;0;1503;13325
