run;transfer_MB;bandwidth_Mbps;hops;avg_loss_pct;avg_latency_ms;avg_best_ms;avg_worst_ms;avg_stdev_ms;interfaz;rx_pps;tx_pps
1;112;94.4;8;12,50;13,62;13,50;12,12;15,50;enp0s31f6;268;255
2;112;94.1;8;8,75;15,00;15,12;14,50;17,12;enp0s31f6;360;346
3;111;93.2;8;11,25;17,75;15,38;14,25;18,00;enp0s31f6;265;252
4;112;93.9;8;10,00;15,12;15,62;14,62;17,38;enp0s31f6;311;292
5;111;93.4;8;12,50;12,50;12,88;12,00;14,88;enp0s31f6;317;302
6;112;94.0;8;5,00;15,00;15,12;14,62;17,62;enp0s31f6;319;304
7;112;93.9;8;11,25;16,25;15,12;14,50;17,25;enp0s31f6;313;295
8;112;94.3;8;11,25;14,88;15,25;14,38;16,50;enp0s31f6;318;304
9;112;94.1;8;7,50;15,00;15,62;14,50;18,12;enp0s31f6;651;613
10;111;92.9;8;3,75;14,88;15,50;14,75;17,50;enp0s31f6;631;593
