run;transfer_MB;bandwidth_Mbps;hops;avg_loss_pct;avg_latency_ms;avg_best_ms;avg_worst_ms;avg_stdev_ms;interfaz;rx_pps;tx_pps
1;110;92.6;8;5,00;15,00;15,25;14,62;17,25;enp0s31f6;1633;1530
2;110;92.2;8;7,50;15,12;15,50;14,75;18,00;enp0s31f6;1069;1010
3;110;92.3;8;7,50;15,12;15,00;14,25;16,50;enp0s31f6;1798;1754
4;111;92.7;8;10,00;16,75;15,25;14,00;19,12;enp0s31f6;756;731
5;110;92.5;8;11,25;16,38;15,38;13,75;18,00;enp0s31f6;1338;1254
6;111;93.1;8;8,75;15,12;15,38;14,25;18,88;enp0s31f6;643;607
7;111;92.8;8;12,50;14,50;13,38;12,12;17,88;enp0s31f6;764;715
8;110;92.5;8;7,50;15,50;15,12;14,62;16,75;enp0s31f6;1419;1375
9;96.0;80.6;8;10,00;15,00;15,38;14,25;17,75;enp0s31f6;547;501
10;113;95.0;8;11,25;17,00;15,25;14,62;17,62;enp0s31f6;0;0
