run;latencia_ms_promedio;threads;block_size;total_size;total_operations;total_time_s;min_latency_ms;avg_latency_ms;max_latency_ms;swpd_avg;free_avg;buff_avg;cache_avg;si_avg;so_avg;mem_used;mem_free
1;0,000016;1;1024KiB;128MiB;128;0.0067;0.04;0.05;0.52;0;13507284;57388;2075340;0;0;1615;13189
2;0,000016;1;1024KiB;128MiB;128;0.0060;0.04;0.04;0.06;0;13474340;57572;2082304;0;0;1640;13158
3;0,000016;1;1024KiB;128MiB;128;0.0059;0.04;0.04;0.07;0;13453248;57732;2087576;0;0;1655;13137
4;0,000016;1;1024KiB;128MiB;128;0.0064;0.04;0.05;0.22;0;13476600;57844;2093492;0;0;1627;13159
5;0,000016;1;1024KiB;128MiB;128;0.0062;0.04;0.05;0.09;0;13482160;57940;2099388;0;0;1617;13163
6;0,000016;1;1024KiB;128MiB;128;0.0057;0.04;0.04;0.05;0;13345180;58160;2107772;0;0;1749;13023
7;0,000016;1;1024KiB;128MiB;128;0.0058;0.04;0.04;0.05;0;13338888;58312;2113780;0;0;1752;13014
8;0,000016;1;1024KiB;128MiB;128;0.0065;0.04;0.05;0.47;0;13442584;58456;2122636;0;0;1632;13126
9;0,000016;1;1024KiB;128MiB;128;0.0060;0.04;0.04;0.05;0;13353672;58656;2131296;0;0;1717;13032
10;0,000016;1;1024KiB;128MiB;128;0.0056;0.04;0.04;0.09;0;13383016;58736;2134712;0;0;1677;13069
