run;latencia_ms_promedio;threads;block_size;total_size;total_operations;total_time_s;min_latency_ms;avg_latency_ms;max_latency_ms;swpd_avg;free_avg;buff_avg;cache_avg;si_avg;so_avg;mem_used;mem_free
1;0,000016;1;1024KiB;128MiB;128;0.0055;0.04;0.04;0.07;0;14834876;17888;985576;0;0;1365;14486
2;0,000016;1;1024KiB;128MiB;128;0.0057;0.04;0.04;0.08;0;14699508;18568;1125840;0;0;1356;14360
3;0,000016;1;1024KiB;128MiB;128;0.0057;0.04;0.04;0.05;0;14676684;18756;1132740;0;0;1379;14330
4;0,000016;1;1024KiB;128MiB;128;0.0057;0.04;0.04;0.05;0;14680476;18928;1139064;0;0;1357;14347
5;0,000016;1;1024KiB;128MiB;128;0.0056;0.04;0.04;0.08;0;14701728;19032;1143340;0;0;1345;14355
6;0,000016;1;1024KiB;128MiB;128;0.0057;0.04;0.04;0.07;0;14680620;19236;1152064;0;0;1355;14337
7;0,000016;1;1024KiB;128MiB;128;0.0061;0.04;0.05;0.08;0;14663892;19428;1158828;0;0;1369;14317
8;0,000016;1;1024KiB;128MiB;128;0.0057;0.04;0.04;0.05;0;14691636;19540;1163652;0;0;1336;14346
9;0,000016;1;1024KiB;128MiB;128;0.0056;0.04;0.04;0.07;0;14661504;19692;1170164;0;0;1359;14317
10;0,000016;1;1024KiB;128MiB;128;0.0056;0.04;0.04;0.09;0;14669984;20300;1170492;0;0;1350;14326
