run;transfer_MB;bandwidth_Mbps;hops;avg_loss_pct;avg_latency_ms;avg_best_ms;avg_worst_ms;avg_stdev_ms;interfaz;rx_pps;tx_pps
1;112;93.7;8;10,00;14,12;14,75;14,00;16,38;enp0s31f6;537;608
2;112;94.0;8;11,25;14,12;15,00;13,88;16,62;enp0s31f6;481;584
3;112;94.0;8;12,50;11,75;12,12;11,50;13,25;enp0s31f6;594;715
4;111;93.4;8;12,50;11,62;12,50;11,50;14,38;enp0s31f6;580;703
5;112;93.7;8;10,00;14,62;15,38;13,88;21,12;enp0s31f6;590;672
6;112;93.6;8;7,50;14,75;15,25;14,00;18,00;enp0s31f6;564;656
7;111;93.5;8;6,25;14,62;14,50;13,88;15,25;enp0s31f6;552;657
8;112;93.7;8;6,25;14,25;15,00;14,00;16,88;enp0s31f6;550;645
9;111;93.2;8;10,00;15,38;14,75;14,00;16,25;enp0s31f6;632;710
10;111;93.5;8;8,75;15,38;14,75;13,88;15,75;enp0s31f6;467;565
