run;read_iops;write_iops;read_bw_MBps;write_bw_MBps;read_lat_avg_ms;write_lat_avg_ms
1;7381;7381;28.8;28.8;0.11912;0.00845236
2;7578;7578;29.6;29.6;0.11795;0.00697335
3;7516;7516;29.4;29.4;0.11969;0.00609877
4;8252;8252;32.2;32.2;0.10961;0.00537476
5;7955;7955;31.1;31.1;0.11367;0
6;9001;9001;35.2;35.2;0.0987;0.00621587
7;7935;7935;31.0;31.0;0.11297;0.00765492
8;8932;8932;34.9;34.9;0.10114;0.00645243
9;9516;9516;37.2;37.2;0.09933;0.00315749
10;8510;8510;33.2;33.2;0.10129;0.0101525
