run;cycles;instructions;cache-references;cache-misses;r_avg;in_avg;cs_avg;us_avg;sy_avg;id_avg;st_avg;usr_core_avg;idle_core_avg;load1;load5;load15;r_avg_processes;running_avg
1;27589182433;16146155203;2473490598;350644102;7.40;4938.80;30799.20;39.00;13.40;47.00;0.00;1.14;43.95;3.74;5.99;6.32;7.40;2.60
2;38636982140;27367806650;3241145722;484177984;8.80;4985.80;32845.80;39.60;12.60;47.20;0.00;.43;31.74;10.81;7.26;6.71;8.80;2.40
3;37997567445;31835290821;3013283495;456813734;6.20;4503.60;30285.40;38.60;11.60;49.20;0.00;.46;38.85;5.42;6.47;6.48;6.20;3.80
4;35909921102;32235297740;2860022233;440372534;13.20;3831.00;25882.80;31.80;8.40;58.80;0.00;.53;26.37;8.06;7.04;6.68;13.20;1.80
5;36010834570;40099118881;2516664598;395410940;11.40;5163.20;38711.00;45.60;11.40;42.40;0.00;.62;41.12;5.97;6.60;6.56;11.40;6.20
6;38015011229;43270504321;2592520301;412245061;8.00;4745.40;35506.00;42.20;10.80;46.20;0.00;.56;39.59;7.60;6.76;6.60;8.00;3.00
7;41641607279;51723929180;2740034818;452913961;11.60;4099.00;31844.60;45.00;10.40;44.40;0.00;.69;36.01;5.75;6.47;6.52;11.60;2.80
8;41113774422;52612777302;2603628046;435730570;9.00;4525.00;36800.80;45.60;11.20;43.00;0.00;.29;29.21;9.69;7.14;6.73;9.00;5.00
9;43022991411;61164680536;2509422476;437139623;14.00;7759.20;53175.60;56.40;12.00;31.40;0.00;.59;33.16;9.83;7.45;6.85;14.00;4.20
10;41490340187;56067637860;2525165410;437830333;8.20;5087.20;38546.60;45.20;10.20;44.00;0.00;.53;42.18;8.44;7.54;6.92;8.20;5.40
