run;cycles;instructions;cache-references;cache-misses;r_avg;in_avg;cs_avg;us_avg;sy_avg;id_avg;st_avg;usr_core_avg;idle_core_avg;load1;load5;load15;r_avg_processes;running_avg
1;33448064677;38610385538;1231510024;222410098;5.00;6487.80;95865.20;12.80;20.00;66.80;0.00;.03;8.84;6.11;2.14;1.30;5.00;1.00
2;57102497585;76627527163;1629708849;441023237;4.20;5542.60;67267.80;18.40;22.60;58.60;0.00;.09;50.47;6.90;3.37;1.80;4.20;1.80
3;59080203423;79358434712;1700028562;461828352;16.40;4229.20;66729.80;19.00;22.60;58.40;0.00;.09;50.12;4.27;3.23;1.85;16.40;1.40
4;62188459871;83205099712;1810476758;502719692;10.20;4460.80;72195.20;22.00;24.80;53.20;0.00;0;48.82;8.58;4.59;2.41;10.20;2.40
5;59504584031;79472414126;1730504874;467620084;8.80;5398.60;68382.40;20.60;23.80;55.40;0.00;.13;50.65;6.49;4.78;2.61;8.80;1.60
6;56857976805;76176928434;1617726011;441758680;9.80;5382.20;69773.80;21.20;23.40;55.40;0.00;.09;50.10;5.09;4.70;2.72;9.80;2.20
7;59868104360;80104563467;1729233755;473617086;8.00;5533.20;68646.00;19.80;22.80;57.40;0.00;.06;48.13;4.17;4.52;2.79;8.00;1.20
8;56143117844;75311833706;1594204769;436087257;5.20;4167.80;64517.00;17.60;22.60;59.60;0.00;.06;51.62;4.12;4.54;2.92;5.20;1.80
9;58175063925;77561134492;1667927248;460762018;5.80;4334.20;70262.00;20.60;24.20;55.00;0.00;.06;54.95;4.82;4.80;3.12;5.80;1.00
10;59892872851;80204056803;1729096352;478373680;7.40;4364.00;66045.40;18.80;24.00;56.80;0.00;.03;49.65;5.94;5.29;3.40;7.40;1.80
