run;transfer_MB;bandwidth_Mbps;hops;avg_loss_pct;avg_latency_ms;avg_best_ms;avg_worst_ms;avg_stdev_ms;interfaz;rx_pps;tx_pps
1;109;91.7;8;7,50;14,62;15,00;14,12;17,62;enp0s31f6;1093;1062
2;109;91.2;8;8,75;15,25;15,50;14,12;19,00;enp0s31f6;1257;1249
3;80.3;67.3;8;7,50;14,50;15,38;14,12;18,25;enp0s31f6;2362;1989
4;108;90.3;8;10,00;14,50;14,62;14,12;16,25;enp0s31f6;1836;1814
5;109;91.7;8;7,50;16,12;15,88;13,88;26,88;enp0s31f6;1777;1798
6;108;90.4;8;8,75;15,38;15,12;14,12;21,75;enp0s31f6;1160;1104
7;91.1;76.4;8;6,25;14,88;15,00;13,88;17,75;enp0s31f6;4348;4574
8;107;89.9;8;10,00;14,38;15,00;14,00;18,00;enp0s31f6;1639;1626
9;109;91.2;8;11,25;14,62;14,88;14,12;17,00;enp0s31f6;1148;1118
10;109;91.5;8;11,25;14,50;15,00;14,00;19,75;enp0s31f6;1000;996
