run;transfer_MB;bandwidth_Mbps;hops;avg_loss_pct;avg_latency_ms;avg_best_ms;avg_worst_ms;avg_stdev_ms;interfaz;rx_pps;tx_pps
1;109;91.3;8;6,25;14,75;15,00;14,38;15,75;enp0s31f6;768;720
2;110;92.7;8;3,75;14,62;15,00;14,25;17,38;enp0s31f6;818;797
3;112;93.5;8;7,50;14,88;15,25;14,62;16,62;enp0s31f6;670;647
4;112;93.6;8;3,75;14,75;15,75;14,38;18,50;enp0s31f6;620;597
5;111;93.3;8;7,50;16,88;15,25;14,38;17,38;enp0s31f6;705;700
6;112;93.6;8;7,50;14,75;14,88;14,38;15,38;enp0s31f6;679;607
7;112;93.9;8;7,50;15,88;15,38;14,50;18,00;enp0s31f6;1144;993
8;111;93.2;8;10,00;15,50;16,25;14,50;19,75;enp0s31f6;632;616
9;112;93.8;8;8,75;16,12;15,75;14,62;17,75;enp0s31f6;687;623
10;112;93.9;8;8,75;16,50;15,38;14,50;17,75;enp0s31f6;767;745
