run;transfer_MB;bandwidth_Mbps;hops;avg_loss_pct;avg_latency_ms;avg_best_ms;avg_worst_ms;avg_stdev_ms;interfaz;rx_pps;tx_pps
1;89.4;75.0;8;2,50;14,38;14,50;13,25;15,88;enp6s18;8446;9426
2;97.2;81.5;8;7,50;15,00;14,25;13,00;16,00;enp6s18;7617;9155
3;93.1;78.1;8;7,50;14,00;14,88;13,12;16,75;enp6s18;3435;4239
4;96.4;80.9;8;3,75;16,50;15,25;13,25;17,12;enp6s18;2809;3447
5;93.0;78.0;8;7,50;15,62;14,62;13,12;16,50;enp6s18;1960;2618
6;97.4;81.7;8;7,50;14,50;14,75;13,25;16,38;enp6s18;1139;1423
7;89.9;75.4;8;3,75;14,12;14,62;13,25;18,12;enp6s18;0;0
8;94.0;78.9;8;1,25;17,12;15,25;12,88;19,88;enp6s18;2501;2958
9;92.2;77.3;8;2,50;14,38;14,75;13,25;16,62;enp6s18;1997;2600
10;97.8;82.0;8;7,50;16,38;14,75;13,25;17,50;enp6s18;4375;5326
