run;transfer_MB;bandwidth_Mbps;hops;avg_loss_pct;avg_latency_ms;avg_best_ms;avg_worst_ms;avg_stdev_ms;interfaz;rx_pps;tx_pps
1;101;84.6;8;16,25;15,75;15,88;13,62;21,25;enp0s31f6;1394;1334
2;100;84.2;8;12,50;16,00;16,50;13,88;26,25;enp0s31f6;2636;2607
3;105;88.1;8;13,75;15,12;15,12;13,75;17,25;enp0s31f6;2023;1694
4;76.2;64.0;8;13,75;15,38;16,12;13,75;26,12;enp0s31f6;1204;1198
5;101;84.4;8;16,25;14,50;15,38;13,00;17,75;enp0s31f6;402;397
6;103;86.0;8;10,00;18,50;15,88;13,50;21,88;enp0s31f6;746;672
7;96.7;81.1;8;10,00;14,38;15,12;13,75;17,50;enp0s31f6;1324;1341
8;104;87.0;8;11,25;16,12;15,25;13,50;18,88;enp0s31f6;1619;1542
9;95.1;79.8;8;12,50;14,50;25,62;13,88;66,38;enp0s31f6;1024;1015
10;103;86.1;8;10,00;14,38;15,25;13,50;17,50;enp0s31f6;4038;3970
