Method,Name,Error,Occurrences
PUT,Abrir Mesa,CatchResponseError('Fallo al abrir mesa 7'),362
PUT,Cerrar Mesa,CatchResponseError('Fallo al cerrar mesa 6'),556
POST,Agregar Item,CatchResponseError('Fallo al agregar item 1 en mesa 3'),393
PUT,Cerrar Mesa,CatchResponseError('Fallo al cerrar mesa 8'),576
POST,Agregar Item,CatchResponseError('Fallo al agregar item 3 en mesa 2'),415
POST,Agregar Item,CatchResponseError('Fallo al agregar item 3 en mesa 3'),431
POST,Agregar Item,CatchResponseError('Fallo al agregar item 1 en mesa 4'),417
POST,Agregar Item,CatchResponseError('Fallo al agregar item 4 en mesa 7'),398
PUT,Abrir Mesa,CatchResponseError('Fallo al abrir mesa 1'),387
POST,Agregar Item,CatchResponseError('Fallo al agregar item 4 en mesa 4'),402
GET,/Pedidos/5925,HTTPError('500 Server Error: Internal Server Error for url: /Pedidos/5925'),6
POST,Agregar Item,CatchResponseError('Fallo al agregar item 4 en mesa 12'),429
PUT,Abrir Mesa,CatchResponseError('Fallo al abrir mesa 11'),358
GET,/Mesas,RemoteDisconnected('Remote end closed connection without response'),612
POST,Agregar Item,CatchResponseError('Fallo al agregar item 2 en mesa 9'),460
PUT,Abrir Mesa,CatchResponseError('Fallo al abrir mesa 3'),413
POST,Agregar Item,CatchResponseError('Fallo al agregar item 3 en mesa 7'),369
PUT,Cerrar Mesa,CatchResponseError('Fallo al cerrar mesa 9'),579
POST,Agregar Item,CatchResponseError('Fallo al agregar item 3 en mesa 9'),415
GET,/Pedidos/5925,RemoteDisconnected('Remote end closed connection without response'),1806
POST,Agregar Item,CatchResponseError('Fallo al agregar item 2 en mesa 12'),413
PUT,Cerrar Mesa,CatchResponseError('Fallo al cerrar mesa 2'),581
POST,Agregar Item,CatchResponseError('Fallo al agregar item 1 en mesa 11'),372
POST,Agregar Item,CatchResponseError('Fallo al agregar item 2 en mesa 3'),380
POST,Agregar Item,CatchResponseError('Fallo al agregar item 4 en mesa 9'),408
GET,/Categorias,HTTPError('500 Server Error: Internal Server Error for url: /Categorias'),4
PUT,Cerrar Mesa,CatchResponseError('Fallo al cerrar mesa 7'),573
POST,Agregar Item,CatchResponseError('Fallo al agregar item 3 en mesa 1'),443
PUT,Cerrar Mesa,CatchResponseError('Fallo al cerrar mesa 10'),579
POST,Agregar Item,CatchResponseError('Fallo al agregar item 3 en mesa 13'),391
POST,Agregar Item,CatchResponseError('Fallo al agregar item 1 en mesa 8'),388
POST,Agregar Item,CatchResponseError('Fallo al agregar item 1 en mesa 1'),417
POST,Agregar Item,CatchResponseError('Fallo al agregar item 3 en mesa 12'),420
GET,/Categorias,RemoteDisconnected('Remote end closed connection without response'),2399
POST,Agregar Item,CatchResponseError('Fallo al agregar item 4 en mesa 2'),416
POST,Agregar Item,CatchResponseError('Fallo al agregar item 4 en mesa 13'),364
PUT,Abrir Mesa,CatchResponseError('Fallo al abrir mesa 5'),363
PUT,Abrir Mesa,CatchResponseError('Fallo al abrir mesa 8'),375
POST,Agregar Item,CatchResponseError('Fallo al agregar item 1 en mesa 5'),375
POST,Agregar Item,CatchResponseError('Fallo al agregar item 2 en mesa 5'),382
POST,Agregar Item,CatchResponseError('Fallo al agregar item 4 en mesa 1'),470
POST,Agregar Item,CatchResponseError('Fallo al agregar item 1 en mesa 12'),424
POST,Agregar Item,CatchResponseError('Fallo al agregar item 1 en mesa 9'),433
PUT,Abrir Mesa,CatchResponseError('Fallo al abrir mesa 10'),399
PUT,Cerrar Mesa,CatchResponseError('Fallo al cerrar mesa 1'),585
PUT,Abrir Mesa,CatchResponseError('Fallo al abrir mesa 2'),375
POST,Agregar Item,CatchResponseError('Fallo al agregar item 2 en mesa 8'),390
PUT,Cerrar Mesa,CatchResponseError('Fallo al cerrar mesa 4'),532
POST,Agregar Item,CatchResponseError('Fallo al agregar item 3 en mesa 11'),381
POST,Agregar Item,CatchResponseError('Fallo al agregar item 1 en mesa 2'),385
POST,Agregar Item,CatchResponseError('Fallo al agregar item 1 en mesa 7'),433
PUT,Cerrar Mesa,CatchResponseError('Fallo al cerrar mesa 3'),605
