run;transfer_MB;bandwidth_Mbps;hops;avg_loss_pct;avg_latency_ms;avg_best_ms;avg_worst_ms;avg_stdev_ms;interfaz;rx_pps;tx_pps
1;111;93.5;8;6,25;16,75;16,75;14,62;22,12;enp0s31f6;317;345
2;113;94.6;8;5,00;26,25;22,88;14,38;48,12;enp0s31f6;319;348
3;112;93.9;8;11,25;15,25;15,38;14,38;17,38;enp0s31f6;301;337
4;112;93.6;8;7,50;16,25;15,75;13,75;17,12;enp0s31f6;324;356
5;111;93.5;8;8,75;15,00;15,00;14,12;16,00;enp0s31f6;287;317
6;112;94.3;8;3,75;14,88;15,12;14,25;18,25;enp0s31f6;352;369
7;111;93.4;8;5,00;14,88;15,00;14,38;15,50;enp0s31f6;404;436
8;112;94.3;8;7,50;15,88;15,50;14,50;17,62;enp0s31f6;332;361
9;113;94.4;8;5,00;16,50;15,25;14,62;18,25;enp0s31f6;277;316
10;112;94.3;8;5,00;15,00;15,12;14,50;18,12;enp0s31f6;322;356
