run;cycles;instructions;cache-references;cache-misses;r_avg;in_avg;cs_avg;us_avg;sy_avg;id_avg;st_avg;usr_core_avg;idle_core_avg;load1;load5;load15;r_avg_processes;running_avg
1;35344779205;20741740258;3217341820;471940520;5.80;5008.40;29793.20;40.60;15.40;42.80;0.00;1.13;42.26;5.28;4.84;4.91;5.80;3.00
2;36632130849;27057732400;3107821352;470048509;3.60;4174.00;25238.80;33.80;11.60;54.20;0.00;.70;43.98;8.18;5.72;5.21;3.60;2.40
3;28973838358;25682817619;2266771539;340073219;13.60;6358.00;43574.20;43.40;12.20;43.40;0.00;.29;48.50;7.36;5.84;5.29;13.60;7.60
4;31630657942;33314533766;2325527688;356719685;9.20;4370.20;25427.00;43.40;11.80;44.60;0.00;.49;42.42;8.91;6.58;5.59;9.20;3.20
5;36063198450;39225478698;2510161358;394209251;5.20;4355.80;31914.20;39.60;10.40;49.40;0.00;.70;48.80;5.15;5.96;5.44;5.20;2.80
6;37481835041;42034808447;2546874477;406198827;11.40;4254.60;31243.20;38.60;10.20;51.00;0.00;.50;41.02;8.06;6.41;5.63;11.40;2.40
7;53009118799;72071341618;3266948893;565427576;9.00;4797.20;35576.80;42.20;10.40;47.00;0.00;.63;42.98;5.25;5.88;5.51;9.00;7.00
8;44293157544;60922008557;2658885361;453380615;6.60;4817.60;39456.00;45.20;9.60;45.20;0.00;.53;38.10;6.57;6.27;5.68;6.60;2.80
9;45533366920;64082348998;2607146427;454869010;7.00;4658.80;39928.80;42.20;9.60;47.60;0.00;.66;47.59;7.19;6.53;5.81;7.00;2.20
10;46505443332;70428306152;2606166161;466706074;6.20;5289.00;38505.40;45.20;10.20;44.40;0.00;0;99.90;6.25;6.22;5.76;6.20;1.00
