run;latencia_ms_promedio;threads;block_size;total_size;total_operations;total_time_s;min_latency_ms;avg_latency_ms;max_latency_ms;swpd_avg;free_avg;buff_avg;cache_avg;si_avg;so_avg;mem_used;mem_free
1;0,000016;1;1024KiB;128MiB;128;0.0058;0.04;0.04;0.05;0;13271156;63364;2217564;0;0;1707;12959
2;0,000016;1;1024KiB;128MiB;128;0.0058;0.04;0.04;0.05;0;13176300;63464;2223520;0;0;1794;12867
3;0,000016;1;1024KiB;128MiB;128;0.0066;0.04;0.05;0.59;0;13139120;63616;2230616;0;0;1824;12830
4;0,000016;1;1024KiB;128MiB;128;0.0094;0.04;0.07;2.36;0;13272208;63752;2235912;0;0;1712;12936
5;0,000016;1;1024KiB;128MiB;128;0.0061;0.04;0.05;0.06;0;13245272;63920;2241240;0;0;1711;12933
6;0,000016;1;1024KiB;128MiB;128;0.0059;0.04;0.04;0.05;0;13220948;64112;2247980;0;0;1726;12910
7;0,000016;1;1024KiB;128MiB;128;0.0058;0.04;0.04;0.05;0;13195860;64256;2255192;0;0;1722;12907
8;0,000016;1;1024KiB;128MiB;128;0.0057;0.04;0.04;0.05;0;13322380;64408;2260780;0;0;1615;13009
9;0,000016;1;1024KiB;128MiB;128;0.0058;0.04;0.04;0.05;0;13105372;64520;2268316;0;0;1830;12786
10;0,000016;1;1024KiB;128MiB;128;0.0071;0.04;0.05;0.10;0;13115928;64636;2279588;0;0;1775;12831
