Method,Name,Error,Occurrences
GET,/Categorias,"ConnectionResetError(10054, 'Se ha forzado la interrupción de una conexión existente por el host remoto', None, 10054, None)",372
PUT,Abrir Mesa,CatchResponseError('Fallo al abrir mesa 7'),454
PUT,Cerrar Mesa,CatchResponseError('Fallo al cerrar mesa 6'),587
GET,/Productos,"ConnectTimeoutError(<urllib3.connection.HTTPConnection object at 0x....>, 'Connection to 192.168.100.15 timed out. (connect timeout=None)')",173
POST,Agregar Item,CatchResponseError('Fallo al agregar item 1 en mesa 3'),464
PUT,Cerrar Mesa,CatchResponseError('Fallo al cerrar mesa 8'),660
POST,Agregar Item,CatchResponseError('Fallo al agregar item 3 en mesa 2'),425
POST,Agregar Item,CatchResponseError('Fallo al agregar item 3 en mesa 3'),436
GET,/Categorias,"ConnectTimeoutError(<urllib3.connection.HTTPConnection object at 0x....>, 'Connection to 192.168.100.15 timed out. (connect timeout=None)')",696
POST,Agregar Item,CatchResponseError('Fallo al agregar item 1 en mesa 4'),456
POST,Agregar Item,CatchResponseError('Fallo al agregar item 4 en mesa 7'),468
PUT,Abrir Mesa,CatchResponseError('Fallo al abrir mesa 1'),429
POST,Agregar Item,CatchResponseError('Fallo al agregar item 4 en mesa 4'),492
GET,/Pedidos/5925,HTTPError('500 Server Error: Internal Server Error for url: /Pedidos/5925'),4
POST,Agregar Item,CatchResponseError('Fallo al agregar item 4 en mesa 12'),465
PUT,Abrir Mesa,CatchResponseError('Fallo al abrir mesa 11'),492
GET,/Mesas,RemoteDisconnected('Remote end closed connection without response'),610
POST,Agregar Item,CatchResponseError('Fallo al agregar item 2 en mesa 9'),409
PUT,Abrir Mesa,CatchResponseError('Fallo al abrir mesa 3'),443
POST,Agregar Item,CatchResponseError('Fallo al agregar item 3 en mesa 7'),461
PUT,Cerrar Mesa,CatchResponseError('Fallo al cerrar mesa 9'),683
GET,/Productos,"ConnectionResetError(10054, 'Se ha forzado la interrupción de una conexión existente por el host remoto', None, 10054, None)",128
POST,Agregar Item,CatchResponseError('Fallo al agregar item 3 en mesa 9'),431
GET,/Pedidos/5925,RemoteDisconnected('Remote end closed connection without response'),2085
POST,Agregar Item,CatchResponseError('Fallo al agregar item 2 en mesa 12'),494
PUT,Cerrar Mesa,CatchResponseError('Fallo al cerrar mesa 2'),657
GET,/Mesas,"ConnectTimeoutError(<urllib3.connection.HTTPConnection object at 0x....>, 'Connection to 192.168.100.15 timed out. (connect timeout=None)')",168
POST,Agregar Item,CatchResponseError('Fallo al agregar item 1 en mesa 11'),425
POST,Agregar Item,CatchResponseError('Fallo al agregar item 2 en mesa 3'),430
GET,/Pedidos/5925,"ConnectionResetError(10054, 'Se ha forzado la interrupción de una conexión existente por el host remoto', None, 10054, None)",293
POST,Agregar Item,CatchResponseError('Fallo al agregar item 4 en mesa 9'),415
GET,/Categorias,HTTPError('500 Server Error: Internal Server Error for url: /Categorias'),5
PUT,Cerrar Mesa,CatchResponseError('Fallo al cerrar mesa 7'),664
POST,Agregar Item,CatchResponseError('Fallo al agregar item 3 en mesa 1'),496
PUT,Cerrar Mesa,CatchResponseError('Fallo al cerrar mesa 10'),646
POST,Agregar Item,CatchResponseError('Fallo al agregar item 3 en mesa 13'),436
GET,/Mesas,HTTPError('500 Server Error: Internal Server Error for url: /Mesas'),1
POST,Agregar Item,CatchResponseError('Fallo al agregar item 1 en mesa 8'),458
GET,/Pedidos/5925,"ConnectTimeoutError(<urllib3.connection.HTTPConnection object at 0x....>, 'Connection to 192.168.100.15 timed out. (connect timeout=None)')",529
POST,Agregar Item,CatchResponseError('Fallo al agregar item 1 en mesa 1'),506
POST,Agregar Item,CatchResponseError('Fallo al agregar item 3 en mesa 12'),474
GET,/Categorias,RemoteDisconnected('Remote end closed connection without response'),2685
POST,Agregar Item,CatchResponseError('Fallo al agregar item 4 en mesa 2'),364
POST,Agregar Item,CatchResponseError('Fallo al agregar item 4 en mesa 13'),414
GET,/Mesas,"ConnectionResetError(10054, 'Se ha forzado la interrupción de una conexión existente por el host remoto', None, 10054, None)",106
PUT,Abrir Mesa,CatchResponseError('Fallo al abrir mesa 5'),488
PUT,Abrir Mesa,CatchResponseError('Fallo al abrir mesa 8'),471
POST,Agregar Item,CatchResponseError('Fallo al agregar item 1 en mesa 5'),414
POST,Agregar Item,CatchResponseError('Fallo al agregar item 2 en mesa 5'),472
POST,Agregar Item,CatchResponseError('Fallo al agregar item 4 en mesa 1'),502
POST,Agregar Item,CatchResponseError('Fallo al agregar item 1 en mesa 12'),467
POST,Agregar Item,CatchResponseError('Fallo al agregar item 1 en mesa 9'),499
