run;cycles;instructions;cache-references;cache-misses;r_avg;in_avg;cs_avg;us_avg;sy_avg;id_avg;st_avg;usr_core_avg;idle_core_avg;load1;load5;load15;r_avg_processes;running_avg
1;12061580684;7194852844;1132298300;165264004;1.00;2321.00;16292.60;17.20;8.40;74.40;0.00;.33;72.71;1.28;1.28;1.43;1.00;3.00
2;11524427949;7306162081;1131230841;156009694;4.00;2968.20;16500.60;24.40;12.20;63.40;0.00;.36;60.53;2.46;1.61;1.53;4.00;1.80
3;13052444250;8982608508;1165891905;162000062;3.00;2775.80;15525.80;25.00;10.60;64.20;0.00;.29;64.40;3.21;1.99;1.66;3.00;1.60
4;13435935858;10925365588;1166749185;165005320;5.60;2605.60;15317.60;23.00;9.20;67.60;0.00;.36;63.37;3.17;2.17;1.75;5.60;1.00
5;13346332241;10800891835;1147863919;164694512;2.40;2619.60;15946.80;21.40;8.80;69.80;0.00;.29;66.89;3.31;2.41;1.86;2.40;1.60
6;14791728351;14162828272;1200518820;176243147;5.40;2801.80;17983.40;24.60;9.60;65.40;0.00;.30;64.45;2.58;2.41;1.91;5.40;1.80
7;13843087294;13269595646;1082145449;163089623;10.00;2483.20;15327.60;23.60;9.00;66.80;0.00;.36;67.71;1.94;2.32;1.93;10.00;1.80
8;15614709106;16651585326;1189085789;175643133;6.60;2986.80;18175.00;28.20;10.40;61.00;0.00;.30;63.68;3.56;2.82;2.15;6.60;3.40
9;15849152755;18453914556;1181093383;177964140;3.00;2452.20;14923.40;23.60;9.00;67.00;0.00;.33;63.11;4.21;2.99;2.25;3.00;1.60
10;166455508;104563598;7666790;369128;1.00;331.20;2924.00;2.80;2.80;94.20;0.00;0;99.90;1.13;2.31;2.08;1.00;1.00
