run;latencia_ms_promedio;threads;block_size;total_size;total_operations;total_time_s;min_latency_ms;avg_latency_ms;max_latency_ms;swpd_avg;free_avg;buff_avg;cache_avg;si_avg;so_avg;mem_used;mem_free
1;0,000016;1;1024KiB;128MiB;128;0.0058;0.04;0.04;0.05;0;14259424;37024;1445808;0;0;1490;13924
2;0,000016;1;1024KiB;128MiB;128;0.0059;0.04;0.04;0.10;0;14259728;37216;1449280;0;0;1486;13925
3;0,000016;1;1024KiB;128MiB;128;0.0057;0.04;0.04;0.05;0;14217776;37384;1452424;0;0;1540;13867
4;0,000016;1;1024KiB;128MiB;128;0.0057;0.04;0.04;0.05;0;14262320;37480;1454556;0;0;1481;13924
5;0,000016;1;1024KiB;128MiB;128;0.0057;0.04;0.04;0.10;0;14148164;37624;1457924;0;0;1586;13816
6;0,000016;1;1024KiB;128MiB;128;0.0056;0.04;0.04;0.07;0;14089996;37832;1463696;0;0;1640;13758
7;0,000016;1;1024KiB;128MiB;128;0.0065;0.04;0.05;0.41;0;14092028;38036;1468032;0;0;1632;13761
8;0,000016;1;1024KiB;128MiB;128;0.0059;0.04;0.04;0.05;0;14185888;38200;1473032;0;0;1537;13852
9;0,000016;1;1024KiB;128MiB;128;0.0056;0.04;0.04;0.08;0;14196828;38388;1475780;0;0;1524;13863
10;0,000016;1;1024KiB;128MiB;128;0.0055;0.04;0.04;0.07;0;14207172;38508;1475676;0;0;1526;13861
