run;transfer_MB;bandwidth_Mbps;hops;avg_loss_pct;avg_latency_ms;avg_best_ms;avg_worst_ms;avg_stdev_ms;interfaz;rx_pps;tx_pps
1;23.8;19.9;8;7,50;15,38;14,75;12,75;18,25;enp6s18;7576;8821
2;39.4;33.1;8;8,75;14,50;14,75;13,88;16,75;enp6s18;5278;5962
3;85.7;71.9;8;6,25;14,12;15,00;12,88;17,38;enp6s18;8919;10467
4;73.9;62.0;8;8,75;14,62;15,12;13,00;18,88;enp6s18;4609;5437
5;94.2;79.0;8;5,00;14,12;14,75;13,12;16,88;enp6s18;8057;9219
6;79.6;66.8;8;5,00;15,25;14,38;13,00;15,88;enp6s18;2943;3645
7;81.8;68.6;8;3,75;15,38;15,12;13,25;17,50;enp6s18;2522;3037
8;94.6;79.3;8;5,00;13,75;14,50;12,75;16,88;enp6s18;9105;10517
9;78.1;65.5;8;7,50;14,62;14,62;13,12;16,50;enp6s18;9181;10607
10;91.3;76.6;8;5,00;14,38;14,50;13,62;15,75;enp6s18;9241;10610
