run;latencia_ms_promedio;threads;block_size;total_size;total_operations;total_time_s;min_latency_ms;avg_latency_ms;max_latency_ms;swpd_avg;free_avg;buff_avg;cache_avg;si_avg;so_avg;mem_used;mem_free
1;0,000016;1;1024KiB;128MiB;128;0.0058;0.04;0.04;0.05;0;13352116;59044;2144220;0;0;1701;13035
2;0,000016;1;1024KiB;128MiB;128;0.0059;0.04;0.04;0.05;0;13356544;59252;2151208;0;0;1692;13037
3;0,000016;1;1024KiB;128MiB;128;0.0062;0.04;0.05;0.42;0;13312492;59348;2155976;0;0;1728;12996
4;0,000016;1;1024KiB;128MiB;128;0.0061;0.04;0.05;0.25;0;13351392;59564;2164320;0;0;1683;13034
5;0,000016;1;1024KiB;128MiB;128;0.0057;0.04;0.04;0.05;0;13311740;59660;2169120;0;0;1714;12998
6;0,000016;1;1024KiB;128MiB;128;0.0058;0.04;0.04;0.05;0;13343964;59836;2173364;0;0;1676;13031
7;0,000016;1;1024KiB;128MiB;128;0.0058;0.04;0.04;0.05;0;13341116;59932;2178640;0;0;1675;13028
8;0,000016;1;1024KiB;128MiB;128;0.0084;0.04;0.05;0.73;0;13447192;60140;2186344;0;0;1565;13129
9;0,000016;1;1024KiB;128MiB;128;0.0058;0.04;0.04;0.06;0;13424608;60248;2191228;0;0;1581;13109
10;0,000016;1;1024KiB;128MiB;128;0.0057;0.04;0.04;0.08;0;13395852;63012;2208168;0;0;1595;13081
