run;read_iops;write_iops;read_bw_MBps;write_bw_MBps;read_lat_avg_ms;write_lat_avg_ms
1;7804;7804;30.5;30.5;0.11464;0.00707141
2;7178;7178;28.0;28.0;0.12358;0.00845767
3;8376;8376;32.7;32.7;0.10705;0.00758616
4;7781;7781;30.4;30.4;0.11497;0.00692745
5;7364;7364;28.8;28.8;0.1192;0.00625696
6;7660;7660;29.9;29.9;0.114;0.00797035
7;8749;8749;34.2;34.2;0.10125;0.00704551
8;8142;8142;31.8;31.8;0.11155;0.00644372
9;9538;9538;37.3;37.3;0.096;0.00502309
10;8482;8482;33.1;33.1;0.10263;0.00964531
