run;cycles;instructions;cache-references;cache-misses;r_avg;in_avg;cs_avg;us_avg;sy_avg;id_avg;st_avg;usr_core_avg;idle_core_avg;load1;load5;load15;r_avg_processes;running_avg
1;105592070199;141805366984;3427771295;1041558644;23.00;4960.80;91486.00;33.60;30.40;35.80;0.00;.06;32.46;2.01;3.43;3.14;23.00;1.00
2;26326437400;20766571506;1745955308;257048212;4.60;3408.60;22054.20;23.00;10.00;66.60;0.00;.47;57.97;1.64;2.96;3.00;4.60;2.00
3;21341588929;15697779013;1760616485;255807846;5.80;3988.20;25863.60;32.60;12.60;54.40;0.00;.43;53.31;5.20;3.68;3.24;5.80;1.40
4;21145608444;17330703636;1774191643;264037221;1.60;3486.00;23188.60;26.20;10.40;63.00;0.00;.43;52.17;3.43;3.46;3.19;1.60;1.80
5;22100220326;20661470734;1746405607;265347561;3.60;3318.80;19908.40;29.80;11.20;58.60;0.00;.39;52.08;2.79;3.32;3.18;3.60;3.80
6;20985216961;22289975350;1565439358;247307477;2.60;3841.40;25214.40;32.20;11.00;56.60;0.00;.46;51.11;4.03;3.53;3.26;2.60;5.80
7;24499955199;28396677938;1724248607;271760091;10.00;3748.00;24176.20;31.00;9.80;58.80;0.00;.43;57.22;6.51;4.29;3.54;10.00;1.60
8;22703115853;27052318369;1585758290;250824625;3.80;3673.20;24060.20;35.80;10.80;52.80;0.00;.46;53.49;5.27;4.32;3.60;3.80;2.20
9;25219374163;29986245476;1726600846;277190052;8.20;3171.40;20793.20;28.60;9.40;61.60;0.00;.33;55.37;2.95;3.90;3.52;8.20;2.40
10;27860547732;37419990876;1787088027;291637903;7.80;3514.80;23975.00;31.80;9.40;58.40;0.00;.43;54.31;4.72;4.07;3.61;7.80;3.20
