run;transfer_MB;bandwidth_Mbps;hops;avg_loss_pct;avg_latency_ms;avg_best_ms;avg_worst_ms;avg_stdev_ms;interfaz;rx_pps;tx_pps
1;12.1;10.1;8;8,75;15,50;16,12;14,75;19,50;enp6s18;10102;11470
2;13.6;11.4;8;6,25;17,62;17,62;15,00;23,25;enp6s18;9250;10537
3;18.4;15.4;8;5,00;15,12;15,88;14,62;18,38;enp6s18;9492;10770
4;15.4;12.9;8;7,50;17,00;16,38;14,62;21,12;enp6s18;10480;11762
5;26.1;21.9;8;7,50;15,00;15,75;14,75;20,00;enp6s18;918;1109
6;10.8;9.04;8;7,50;15,88;15,88;14,62;18,25;enp6s18;8660;10153
7;21.1;17.7;8;6,25;18,38;16,12;14,62;19,38;enp6s18;8694;10128
8;28.2;23.7;8;8,75;15,00;15,38;14,62;17,38;enp6s18;7986;9173
9;17.3;14.5;8;7,50;15,12;15,88;14,75;19,00;enp6s18;7466;8509
10;17.9;15.1;8;6,25;16,00;16,38;14,88;21,50;enp6s18;8800;10213
