run;cycles;instructions;cache-references;cache-misses;r_avg;in_avg;cs_avg;us_avg;sy_avg;id_avg;st_avg;usr_core_avg;idle_core_avg;load1;load5;load15;r_avg_processes;running_avg
1;40971579318;15082134549;2958117045;166456514;5.60;22685.00;54719.20;18.80;7.80;73.40;0.00;0;69.56;2.48;2.11;1.91;5.60;1.00
2;43424638381;15796614052;3130510385;173174330;1.60;25194.20;55124.20;19.40;8.20;72.40;0.00;0;68.99;1.77;2.02;1.89;1.60;1.20
3;43382700300;15689802402;3075294238;179406011;3.00;26677.20;60435.00;20.60;9.00;70.60;0.00;0;67.12;2.90;2.33;2.01;3.00;1.00
4;45117582956;16450623729;3206819431;188345650;2.80;26459.20;60073.00;20.00;9.00;71.00;0.00;.03;68.99;3.15;2.46;2.07;2.80;1.00
5;43035876736;15756127203;3045605800;181038111;4.00;24312.40;59176.60;19.40;8.20;72.20;0.00;0;67.31;2.35;2.39;2.07;4.00;1.20
6;37859154024;22516667622;2304706614;159785887;4.20;18626.40;47235.00;16.20;6.20;77.40;0.00;0;69.72;2.44;2.38;2.08;4.20;1.00
7;47590089525;17938071845;3310559162;213840408;3.20;25745.40;62000.20;21.00;8.40;70.80;0.00;0;66.15;1.87;2.26;2.06;3.20;1.40
8;45167751547;17050141955;3198272682;202565235;2.40;26775.60;63236.80;22.20;9.00;68.80;0.00;0;69.36;1.91;2.28;2.08;2.40;1.60
9;46730978661;17007517446;3261856354;207407265;2.20;28742.20;65596.80;22.20;10.40;67.40;0.00;0;68.23;2.46;2.36;2.12;2.20;1.00
10;43467398908;15959780532;3071976267;191128375;2.00;26807.40;63653.20;22.60;8.80;68.80;0.00;0;67.44;2.19;2.27;2.10;2.00;1.20
