run;transfer_MB;bandwidth_Mbps;hops;avg_loss_pct;avg_latency_ms;avg_best_ms;avg_worst_ms;avg_stdev_ms;interfaz;rx_pps;tx_pps
1;110;92.6;8;6,25;14,38;14,75;13,88;18,38;enp0s31f6;1353;1284
2;110;92.1;8;10,00;14,50;14,62;14,00;16,12;enp0s31f6;1138;1055
3;111;93.0;8;7,50;14,50;14,62;13,88;15,12;enp0s31f6;1033;1006
4;110;92.1;8;5,00;14,62;15,25;14,12;17,88;enp0s31f6;533;496
5;110;92.5;8;7,50;14,62;14,38;14,00;15,50;enp0s31f6;1015;984
6;111;92.8;8;7,50;14,88;15,12;14,00;19,12;enp0s31f6;740;723
7;110;92.5;8;7,50;15,38;15,25;13,88;17,88;enp0s31f6;1079;993
8;111;93.0;8;8,75;15,12;14,62;13,88;15,75;enp0s31f6;642;630
9;113;94.4;8;7,50;15,12;14,62;14,12;16,12;enp0s31f6;0;0
10;113;94.5;8;7,50;14,50;14,75;14,00;17,38;enp0s31f6;0;0
