run;cycles;instructions;cache-references;cache-misses;r_avg;in_avg;cs_avg;us_avg;sy_avg;id_avg;st_avg;usr_core_avg;idle_core_avg;load1;load5;load15;r_avg_processes;running_avg
1;18440975232;10848986122;1702461877;251618206;1.00;3307.40;20315.00;26.40;9.20;64.40;0.00;.36;60.91;0.15;1.37;1.44;1.00;1.40
2;18735434487;11475213847;1692256901;245029739;1.60;3036.00;16583.40;24.20;8.80;66.80;0.00;.36;60.38;2.63;1.90;1.62;1.60;1.80
3;20680375446;15294979227;1771656477;263643422;2.40;3866.40;22454.20;31.80;10.80;57.20;0.00;.40;58.89;4.38;2.58;1.88;2.40;2.20
4;18859152326;16834029561;1560720647;235219711;6.20;3575.00;20648.40;32.60;11.00;55.80;0.00;.43;50.62;4.30;2.88;2.04;6.20;1.60
5;23045346701;23572745960;1784488891;276842894;2.00;3541.60;22500.80;31.60;9.60;58.40;0.00;.43;52.29;5.56;3.59;2.37;2.00;2.40
6;22223184509;21808690843;1713558827;267458915;8.20;3154.00;17677.00;28.60;8.80;62.60;0.00;.39;54.49;6.33;4.17;2.65;8.20;3.40
7;24059945672;28199953285;1699202497;272469103;8.00;3473.40;19801.80;33.60;9.00;57.20;0.00;.36;57.86;4.96;4.22;2.80;8.00;2.00
8;26584277736;32086758980;1802358216;289627167;5.20;3489.40;22420.80;32.20;9.20;58.20;0.00;.36;55.88;3.87;3.98;2.84;5.20;1.60
9;26402493220;34349568844;1739709769;293690592;5.60;3638.00;26748.40;31.80;8.00;60.00;0.00;.19;44.02;3.69;3.84;2.89;5.60;4.00
10;29429613;8388962;3347088;122172;1.00;185.80;563.00;3.80;1.00;95.20;0.00;0;99.96;1.16;3.02;2.70;1.00;1.00
