run;transfer_MB;bandwidth_Mbps;hops;avg_loss_pct;avg_latency_ms;avg_best_ms;avg_worst_ms;avg_stdev_ms;interfaz;rx_pps;tx_pps
1;21.8;18.3;8;8,75;16,00;16,00;14,50;20,88;enp6s18;8896;9974
2;20.6;17.3;8;5,00;19,12;17,50;15,00;23,25;enp6s18;9467;10779
3;20.0;16.8;8;6,25;15,38;16,25;14,62;21,75;enp6s18;8595;9875
4;23.5;19.7;8;8,75;15,12;15,88;14,38;19,88;enp6s18;9144;10483
5;24.3;20.4;8;3,75;15,50;16,25;14,75;22,12;enp6s18;8527;9794
6;23.5;19.7;8;11,25;15,88;16,12;14,62;19,75;enp6s18;7872;9173
7;23.9;20.0;8;7,50;15,00;16,75;14,38;24,50;enp6s18;10416;11744
8;24.6;20.6;8;5,00;15,12;15,38;14,62;18,25;enp6s18;8764;9970
9;25.1;21.1;8;2,50;15,75;16,25;14,75;19,25;enp6s18;8604;9912
10;24.0;20.2;8;10,00;15,12;15,25;14,50;18,88;enp6s18;6556;7560
