run;cycles;instructions;cache-references;cache-misses;r_avg;in_avg;cs_avg;us_avg;sy_avg;id_avg;st_avg;usr_core_avg;idle_core_avg;load1;load5;load15;r_avg_processes;running_avg
1;38338190062;13978020515;2801377781;152466234;5.60;22837.20;48863.60;18.40;7.40;74.20;0.00;.03;71.88;2.26;1.91;1.66;5.60;1.00
2;36258908740;13563645878;2627345123;150256773;4.40;20818.00;44097.20;16.20;7.00;77.00;0.00;0;71.63;2.02;1.95;1.69;4.40;1.00
3;38213456645;14021546298;2759951280;157989775;2.20;22348.40;47709.60;18.00;7.80;74.20;0.00;0;69.16;1.41;1.81;1.66;2.20;1.00
4;37681306253;13856395231;2726802350;159033815;4.20;22344.80;47462.20;17.80;7.20;74.80;0.00;0;71.25;1.09;1.64;1.61;4.20;1.20
5;38371638703;14227244788;2713197025;163736503;3.60;21859.40;49636.40;17.40;7.20;75.40;0.00;0;70.43;1.67;1.78;1.66;3.60;1.20
6;38906419653;14459383569;2756799155;165438786;2.00;23611.40;52128.00;18.60;7.80;73.60;0.00;0;71.51;2.13;1.91;1.72;2.00;1.20
7;39000012809;14486612013;2753158046;166793370;3.60;24516.60;54929.00;19.20;7.60;73.00;0.00;0;70.04;1.41;1.78;1.69;3.60;1.40
8;39288405456;14517162912;2781207313;169507890;1.80;23827.00;50139.40;17.40;8.40;74.60;0.00;0;72.11;2.32;1.91;1.73;1.80;1.20
9;38481688400;13948758593;2711848338;161757795;3.60;22997.80;47321.60;16.80;8.20;75.20;0.00;0;71.12;2.38;1.98;1.76;3.60;1.00
10;39993625626;14491218265;2801421414;174360042;5.80;23834.20;49957.60;18.80;8.00;73.60;0.00;0;68.69;2.20;2.04;1.80;5.80;1.20
