run;transfer_MB;bandwidth_Mbps;hops;avg_loss_pct;avg_latency_ms;avg_best_ms;avg_worst_ms;avg_stdev_ms;interfaz;rx_pps;tx_pps
1;105;88.3;8;7,50;14,50;15,12;14,25;18,50;enp6s18;2647;3100
2;106;89.2;8;7,50;15,50;15,50;14,25;18,12;enp6s18;2556;3044
3;106;89.1;8;7,50;15,88;15,75;14,25;18,25;enp6s18;999;1154
4;106;89.3;8;7,50;14,75;14,88;14,12;17,25;enp6s18;1269;1506
5;106;89.0;8;3,75;15,62;14,75;14,25;16,00;enp6s18;2684;3075
6;107;89.4;8;6,25;14,88;15,00;14,38;16,25;enp6s18;3337;3751
7;106;89.2;8;3,75;14,88;14,88;14,25;16,38;enp6s18;1162;1323
8;106;89.2;8;6,25;14,75;14,88;14,38;17,50;enp6s18;901;1037
9;106;89.3;8;7,50;15,25;15,00;13,50;16,88;enp6s18;1132;1283
10;107;89.5;8;6,25;14,25;14,75;13,38;17,50;enp6s18;2554;2894
