run;latencia_ms_promedio;threads;block_size;total_size;total_operations;total_time_s;min_latency_ms;avg_latency_ms;max_latency_ms;swpd_avg;free_avg;buff_avg;cache_avg;si_avg;so_avg;mem_used;mem_free
1;0,000000;1;1024KiB;128MiB;128;0.0048;0.03;0.04;0.09;0;15584236;15872;443764;0;0;646;15218
2;0,000000;1;1024KiB;128MiB;128;0.0048;0.03;0.04;0.10;0;15575428;15920;443800;0;0;654;15209
3;0,000000;1;1024KiB;128MiB;128;0.0048;0.03;0.04;0.08;0;15593952;15968;443840;0;0;636;15227
4;0,000000;1;1024KiB;128MiB;128;0.0061;0.03;0.05;0.11;0;15578636;16016;444132;0;0;651;15212
5;0,000000;1;1024KiB;128MiB;128;0.0049;0.04;0.04;0.05;0;15576108;16056;444212;0;0;654;15209
6;0,000000;1;1024KiB;128MiB;128;0.0048;0.04;0.04;0.05;0;15570796;16096;444184;0;0;659;15204
7;0,000000;1;1024KiB;128MiB;128;0.0048;0.03;0.04;0.07;0;15575380;16160;444204;0;0;654;15209
8;0,000000;1;1024KiB;128MiB;128;0.0050;0.04;0.04;0.05;0;15579536;16200;444216;0;0;654;15209
9;0,000000;1;1024KiB;128MiB;128;0.0056;0.04;0.04;0.07;0;15579140;16248;444212;0;0;650;15213
10;0,000000;1;1024KiB;128MiB;128;0.0057;0.04;0.04;0.08;0;15585796;16296;444228;0;0;644;15218
