run;transfer_MB;bandwidth_Mbps;hops;avg_loss_pct;avg_latency_ms;avg_best_ms;avg_worst_ms;avg_stdev_ms;interfaz;rx_pps;tx_pps
1;111;93.2;8;10,00;15,75;15,25;14,62;18,38;enp0s31f6;657;676
2;112;94.0;8;10,00;15,00;15,12;14,50;17,38;enp0s31f6;594;598
3;112;93.6;8;5,00;14,88;15,00;14,50;16,25;enp0s31f6;719;746
4;111;93.5;8;8,75;14,75;15,50;14,25;17,75;enp0s31f6;590;602
5;112;93.6;8;7,50;18,88;15,75;14,50;18,88;enp0s31f6;644;617
6;108;90.5;8;5,00;15,75;16,25;14,25;18,50;enp0s31f6;525;543
7;112;93.7;8;10,00;15,62;15,50;14,50;17,50;enp0s31f6;679;670
8;112;93.9;8;7,50;14,75;15,00;14,38;16,25;enp0s31f6;516;536
9;112;93.7;8;7,50;16,00;15,12;14,25;16,75;enp0s31f6;636;630
10;111;93.3;8;8,75;15,88;15,50;14,38;18,12;enp0s31f6;517;502
