run;cycles;instructions;cache-references;cache-misses;r_avg;in_avg;cs_avg;us_avg;sy_avg;id_avg;st_avg;usr_core_avg;idle_core_avg;load1;load5;load15;r_avg_processes;running_avg
1;42672101947;41684212436;1418501364;255489098;3.40;7176.00;97326.80;12.60;19.20;67.60;0.00;.27;67.95;1.83;2.01;2.14;3.40;1.00
2;42127229252;41389249570;1368514156;257319624;6.80;7434.80;111337.40;13.20;19.20;67.20;0.00;.19;68.73;1.91;1.99;2.12;6.80;1.00
3;39472028182;40398885726;1280856973;237421784;4.20;6595.00;88683.60;12.00;18.60;68.80;0.00;.27;69.28;1.77;1.95;2.09;4.20;1.00
4;41784906127;41024257969;1375588262;243897365;2.60;7383.40;107216.20;12.80;19.20;67.80;0.00;.23;66.57;2.44;2.12;2.14;2.60;1.40
5;40618381700;41061605053;1306888872;238236915;2.20;7472.20;114132.60;12.80;19.40;67.60;0.00;.29;68.57;2.71;2.26;2.19;2.20;1.20
6;40291212848;40731028444;1289734053;234003186;3.00;6748.20;91575.40;12.40;19.00;68.40;0.00;.23;70.33;2.02;2.15;2.16;3.00;1.00
7;39937527458;40579010323;1322460834;230960016;2.40;6888.80;90428.80;12.00;18.80;68.60;0.00;.37;66.86;2.79;2.39;2.24;2.40;1.00
8;40284269208;40749789332;1286898854;232009298;3.00;7273.20;106441.60;12.40;18.80;68.40;0.00;.30;66.89;2.26;2.30;2.22;3.00;1.00
9;39368258089;40182405570;1270945075;230444458;3.20;7242.40;98911.40;12.20;19.20;68.00;0.00;.37;66.34;2.07;2.21;2.19;3.20;1.00
10;40244229035;40735729819;1321776593;236053998;3.20;7066.00;98361.40;12.00;19.20;68.60;0.00;.26;69.56;1.98;2.18;2.18;3.20;1.20
