run;transfer_MB;bandwidth_Mbps;hops;avg_loss_pct;avg_latency_ms;avg_best_ms;avg_worst_ms;avg_stdev_ms;interfaz;rx_pps;tx_pps
1;94.2;79.0;8;6,25;14,75;15,00;13,12;17,25;enp6s18;7229;8241
2;90.3;75.7;8;7,50;14,75;15,38;13,50;19,00;enp6s18;8300;9651
3;93.6;78.5;8;5,00;15,38;15,25;14,38;17,88;enp6s18;6225;7228
4;94.0;78.9;8;6,25;14,50;15,12;14,12;19,50;enp6s18;9807;11381
5;94.5;79.3;8;7,50;16,12;15,00;13,62;17,50;enp6s18;6108;7040
6;94.2;79.0;8;6,25;15,00;15,00;14,38;16,12;enp6s18;8671;9844
7;93.0;78.0;8;12,50;14,50;14,75;14,38;15,75;enp6s18;7926;9065
8;93.3;78.3;8;2,50;14,75;14,62;13,25;16,62;enp6s18;5948;6815
9;94.6;79.4;8;6,25;16,12;15,00;14,25;17,00;enp6s18;9035;10379
10;93.7;78.6;8;7,50;14,88;14,62;14,38;15,62;enp6s18;6719;7713
