Method,Name,Error,Occurrences
PUT,Abrir Mesa,CatchResponseError('Fallo al abrir mesa 7'),43
PUT,Cerrar Mesa,CatchResponseError('Fallo al cerrar mesa 6'),231
POST,Agregar Item,CatchResponseError('Fallo al agregar item 1 en mesa 3'),168
PUT,Cerrar Mesa,CatchResponseError('Fallo al cerrar mesa 8'),250
POST,Agregar Item,CatchResponseError('Fallo al agregar item 3 en mesa 2'),171
POST,Agregar Item,CatchResponseError('Fallo al agregar item 3 en mesa 3'),182
POST,Agregar Item,CatchResponseError('Fallo al agregar item 1 en mesa 4'),186
POST,Agregar Item,CatchResponseError('Fallo al agregar item 4 en mesa 7'),186
PUT,Abrir Mesa,CatchResponseError('Fallo al abrir mesa 1'),53
POST,Agregar Item,CatchResponseError('Fallo al agregar item 4 en mesa 4'),183
GET,/Pedidos/5925,HTTPError('500 Server Error: Internal Server Error for url: /Pedidos/5925'),2
POST,Agregar Item,CatchResponseError('Fallo al agregar item 4 en mesa 12'),170
PUT,Abrir Mesa,CatchResponseError('Fallo al abrir mesa 11'),40
GET,/Mesas,RemoteDisconnected('Remote end closed connection without response'),181
POST,Agregar Item,CatchResponseError('Fallo al agregar item 2 en mesa 9'),145
PUT,Abrir Mesa,CatchResponseError('Fallo al abrir mesa 3'),42
POST,Agregar Item,CatchResponseError('Fallo al agregar item 3 en mesa 7'),241
PUT,Cerrar Mesa,CatchResponseError('Fallo al cerrar mesa 9'),326
POST,Agregar Item,CatchResponseError('Fallo al agregar item 3 en mesa 9'),155
GET,/Pedidos/5925,RemoteDisconnected('Remote end closed connection without response'),646
POST,Agregar Item,CatchResponseError('Fallo al agregar item 2 en mesa 12'),154
PUT,Cerrar Mesa,CatchResponseError('Fallo al cerrar mesa 2'),229
POST,Agregar Item,CatchResponseError('Fallo al agregar item 1 en mesa 11'),200
POST,Agregar Item,CatchResponseError('Fallo al agregar item 2 en mesa 3'),173
POST,Agregar Item,CatchResponseError('Fallo al agregar item 4 en mesa 9'),156
GET,/Categorias,HTTPError('500 Server Error: Internal Server Error for url: /Categorias'),8
PUT,Cerrar Mesa,CatchResponseError('Fallo al cerrar mesa 7'),229
POST,Agregar Item,CatchResponseError('Fallo al agregar item 3 en mesa 1'),155
