run;read_iops;write_iops;read_bw_MBps;write_bw_MBps;read_lat_avg_ms;write_lat_avg_ms
1;11.6;11.6;45.3;45.3;0.08118;0.00284105
2;11.7;11.7;45.8;45.8;0.08038;0.00275191
3;11.6;11.6;45.1;45.1;0.0816;0.00278207
4;11.4;11.4;44.7;44.7;0.08241;0.00289594
5;11.6;11.6;45.2;45.2;0.08136;0.00277866
6;11.6;11.6;45.1;45.1;0.08161;0.00278596
7;11.4;11.4;44.7;44.7;0.08226;0.00279703
8;11.7;11.7;45.7;45.7;0.08064;0.00277605
9;11.5;11.5;45.0;45.0;0.08171;0.00284934
10;11.7;11.7;45.7;45.7;0.08048;0.0028105
