run;cycles;instructions;cache-references;cache-misses;r_avg;in_avg;cs_avg;us_avg;sy_avg;id_avg;st_avg;usr_core_avg;idle_core_avg;load1;load5;load15;r_avg_processes;running_avg
1;9937908070;8450269055;617945656;100108107;1.00;1228.60;8039.00;12.60;3.60;83.20;0.00;.16;85.80;0.00;0.22;2.27;1.00;1.00
2;6323355599;3398466095;578380361;73541037;1.00;1399.20;8468.40;13.40;4.60;82.00;0.00;.16;85.50;0.56;0.37;2.19;1.00;1.00
3;6272045858;3539184522;591330783;76699140;1.00;1662.60;8829.40;16.40;6.00;77.40;0.00;.10;77.31;0.99;0.56;2.13;1.00;1.40
4;6819654383;4206223799;648603842;79845570;2.00;1845.20;9038.20;20.40;6.60;73.00;0.00;.23;76.83;2.22;1.07;2.16;2.00;1.20
5;8698472158;6854931249;698975349;89684837;1.00;1596.60;10131.20;15.20;5.00;79.80;0.00;.19;81.58;1.41;1.11;2.10;1.00;1.00
6;6984884045;4949739416;625027305;81750204;3.00;1748.20;8740.40;19.60;6.60;73.40;0.00;.23;77.51;1.69;1.26;2.07;3.00;1.00
7;7835747383;5673864730;647818133;80412853;2.40;1783.60;9384.60;18.60;6.00;75.40;0.00;.23;78.05;2.72;1.55;2.11;2.40;1.40
8;6328051619;4269380037;551080189;69596950;5.80;1658.20;7996.40;18.60;6.00;75.00;0.00;.33;82.76;2.02;1.57;2.08;5.80;1.00
9;7466503919;5800249554;623215083;81170755;3.60;1776.60;11615.60;17.40;5.80;76.40;0.00;.26;78.91;0.79;1.30;1.93;3.60;1.40
10;6953035371;6086232017;574071917;77425365;2.20;1688.60;9357.00;18.80;5.60;75.60;0.00;.19;79.62;0.86;1.23;1.87;2.20;2.00
