run;cycles;instructions;cache-references;cache-misses;r_avg;in_avg;cs_avg;us_avg;sy_avg;id_avg;st_avg;usr_core_avg;idle_core_avg;load1;load5;load15;r_avg_processes;running_avg
1;39828154187;40217848569;1277370998;226187747;3.20;7984.80;119765.60;11.20;20.40;68.40;0.00;.30;68.63;2.05;2.40;2.37;3.20;1.00
2;39219767403;40405795983;1233196307;221194242;3.60;7424.00;111494.20;10.60;20.40;68.80;0.00;.20;68.41;2.62;2.49;2.41;3.60;1.20
3;38677066128;40064826405;1218501319;224258457;3.40;8128.60;118823.00;12.20;20.40;67.00;0.00;.33;68.28;2.36;2.41;2.38;3.40;1.00
4;38740215560;39819794895;1219450984;215423951;4.00;7761.20;112914.80;11.60;20.20;67.60;0.00;.30;67.37;3.31;2.66;2.46;4.00;1.20
5;38646376359;39963733113;1223482821;216469509;3.80;7402.20;105869.40;11.20;20.00;68.60;0.00;.30;69.27;2.62;2.58;2.45;3.80;1.00
6;40529880332;40938104653;1287415920;234936607;3.00;7548.80;112105.60;11.40;19.80;68.60;0.00;.34;68.57;2.03;2.44;2.41;3.00;1.40
7;39997455294;41000871229;1277036914;230570404;3.80;7554.20;111633.20;10.80;20.00;68.40;0.00;.27;68.44;2.58;2.53;2.44;3.80;1.00
8;41305273902;41461015713;1338131903;240661682;4.00;8212.60;125486.40;11.80;20.20;67.60;0.00;.37;67.33;2.59;2.54;2.45;4.00;1.00
9;40365243543;40868778652;1283887543;232828729;3.20;7433.60;109044.20;10.40;20.00;68.80;0.00;.27;68.56;2.67;2.59;2.47;3.20;1.20
10;39472850590;40466538269;1234395530;227032577;6.20;7574.00;114190.00;11.20;20.20;68.40;0.00;.30;69.19;2.28;2.47;2.44;6.20;1.40
