run;latencia_ms_promedio;threads;block_size;total_size;total_operations;total_time_s;min_latency_ms;avg_latency_ms;max_latency_ms;swpd_avg;free_avg;buff_avg;cache_avg;si_avg;so_avg;mem_used;mem_free
1;0,000016;1;1024KiB;128MiB;128;0.0057;0.04;0.04;0.07;0;13641048;30984;1372540;0;0;2160;13330
2;0,000016;1;1024KiB;128MiB;128;0.0058;0.04;0.04;0.05;0;13647464;31144;1374520;0;0;2161;13327
3;0,000016;1;1024KiB;128MiB;128;0.0058;0.04;0.04;0.05;0;13672616;31280;1376304;0;0;2135;13351
4;0,000016;1;1024KiB;128MiB;128;0.0057;0.04;0.04;0.05;0;13666656;31376;1377792;0;0;2139;13346
5;0,000016;1;1024KiB;128MiB;128;0.0059;0.04;0.04;0.10;0;13621744;31472;1379308;0;0;2182;13301
6;0,000016;1;1024KiB;128MiB;128;0.0058;0.04;0.04;0.06;0;13625768;31608;1381004;0;0;2177;13304
7;0,000016;1;1024KiB;128MiB;128;0.0058;0.04;0.04;0.06;0;13589860;31728;1382536;0;0;2209;13271
8;0,000016;1;1024KiB;128MiB;128;0.0057;0.04;0.04;0.06;0;13572804;31832;1384144;0;0;2224;13254
9;0,000016;1;1024KiB;128MiB;128;0.0058;0.04;0.04;0.05;0;13581420;31928;1385628;0;0;2203;13273
10;0,000016;1;1024KiB;128MiB;128;0.0057;0.04;0.04;0.05;0;13554020;32048;1387324;0;0;2242;13233
