run;transfer_MB;bandwidth_Mbps;hops;avg_loss_pct;avg_latency_ms;avg_best_ms;avg_worst_ms;avg_stdev_ms;interfaz;rx_pps;tx_pps
1;112;93.7;8;8,75;14,38;14,75;14,00;16,38;enp0s31f6;736;732
2;112;93.9;8;8,75;14,25;14,50;13,88;15,38;enp0s31f6;775;797
3;112;93.5;8;12,50;11,88;12,00;11,50;12,38;enp0s31f6;617;645
4;111;93.4;8;11,25;14,25;14,50;14,00;15,12;enp0s31f6;707;735
5;111;93.5;8;8,75;14,38;14,88;13,88;16,50;enp0s31f6;684;667
6;111;93.2;8;8,75;14,38;14,50;13,88;15,88;enp0s31f6;690;699
7;111;93.3;8;11,25;14,25;15,00;14,00;16,62;enp0s31f6;785;785
8;112;94.3;8;8,75;14,38;14,50;14,12;16,00;enp0s31f6;674;687
9;112;93.9;8;8,75;14,50;14,38;14,00;15,00;enp0s31f6;700;665
10;111;93.3;8;8,75;14,25;14,62;13,75;15,88;enp0s31f6;505;521
