run;cycles;instructions;cache-references;cache-misses;r_avg;in_avg;cs_avg;us_avg;sy_avg;id_avg;st_avg;usr_core_avg;idle_core_avg;load1;load5;load15;r_avg_processes;running_avg
1;29337113137;20603286398;2496876491;354872095;8.20;5054.80;32210.40;40.80;13.60;44.80;0.00;.60;37.62;3.45;5.21;5.86;8.20;1.80
2;31750140604;27673702245;2478210928;367511064;7.80;4472.20;30970.20;40.20;12.20;47.00;0.00;.72;39.11;6.42;5.52;5.89;7.80;2.00
3;33768597693;32997864252;2527020831;377194407;7.20;4482.00;30258.40;42.60;12.40;44.20;0.00;.63;40.81;6.34;5.62;5.90;7.20;1.80
4;36317207377;37894521785;2633169503;403605998;5.00;4442.60;30877.20;42.40;11.80;45.20;0.00;.69;42.86;5.47;5.53;5.85;5.00;3.60
5;35355764801;39583109586;2442571277;382231494;8.80;4330.80;32616.00;40.80;10.20;48.40;0.00;.73;44.68;5.95;5.57;5.84;8.80;2.00
6;39570226027;48296800291;2580411917;421955982;6.60;4951.40;39161.00;45.40;11.00;43.00;0.00;.63;41.67;6.69;5.77;5.88;6.60;4.40
7;39872798579;50713970406;2571907438;430097019;6.00;5125.20;39598.20;46.00;11.20;42.20;0.00;.59;40.97;8.08;6.39;6.09;6.00;2.80
8;39696248740;53458630212;2464902441;416243463;11.40;4233.80;35931.20;42.60;9.40;47.40;0.00;.63;44.64;12.77;7.94;6.63;11.40;2.80
9;43970062592;63614800095;2560696062;442863043;10.00;4197.80;32556.40;42.40;9.20;48.20;0.00;.53;36.75;8.87;7.72;6.64;10.00;3.80
10;68666473827;101221176437;3907921264;698752584;6.80;7680.60;51723.60;62.00;11.80;25.80;0.00;.56;19.14;8.92;7.82;6.74;6.80;9.80
