run;transfer_MB;bandwidth_Mbps;hops;avg_loss_pct;avg_latency_ms;avg_best_ms;avg_worst_ms;avg_stdev_ms;interfaz;rx_pps;tx_pps
1;108;90.6;8;6,25;14,62;19,75;14,25;59,50;enp0s31f6;1719;1705
2;110;92.0;8;7,50;14,62;14,88;13,88;16,62;enp0s31f6;1755;1708
3;108;90.9;8;6,25;14,38;14,75;13,75;16,00;enp0s31f6;1713;1674
4;110;92.1;8;6,25;15,50;15,00;14,00;17,62;enp0s31f6;2150;2171
5;108;90.3;8;8,75;14,75;15,00;14,00;18,50;enp0s31f6;1395;1363
6;104;87.3;8;6,25;15,88;14,88;13,62;16,62;enp0s31f6;1123;1061
7;106;89.1;8;7,50;17,38;15,88;13,75;19,00;enp0s31f6;1784;1780
8;108;90.3;8;8,75;14,38;14,75;13,62;18,12;enp0s31f6;1262;1237
9;102;85.8;8;8,75;14,50;14,88;14,00;17,12;enp0s31f6;4710;4609
10;103;86.6;8;8,75;14,38;14,75;13,62;16,50;enp0s31f6;2053;2078
