run;cycles;instructions;cache-references;cache-misses;r_avg;in_avg;cs_avg;us_avg;sy_avg;id_avg;st_avg;usr_core_avg;idle_core_avg;load1;load5;load15;r_avg_processes;running_avg
1;5291554395;1962508094;398611968;22497920;1.80;4380.60;9172.20;5.20;2.40;92.80;0.00;0;95.14;3.35;3.98;3.30;1.80;1.00
2;6316853809;2173686787;443306984;22903673;1.20;4421.60;9116.80;5.00;2.40;92.40;0.00;0;95.78;1.87;3.42;3.15;1.20;1.00
3;5545581139;2030553782;420671175;21989484;3.40;4481.60;8262.00;5.20;2.20;92.40;0.00;0;94.67;0.85;2.91;2.99;3.40;1.00
4;6363957122;2357948570;474430460;25734792;1.40;3681.80;7284.00;4.80;1.80;93.20;0.00;0;95.41;0.34;2.42;2.81;1.40;1.00
5;5605314823;2178915190;436086663;22452840;1.00;4826.80;9184.60;5.40;2.40;92.60;0.00;0;95.25;0.35;2.09;2.68;1.00;1.00
6;6100459829;2311732035;455519559;23307913;2.00;4967.00;9147.60;5.00;2.20;92.60;0.00;0;95.71;0.21;1.76;2.53;2.00;1.20
7;6497449439;2427544875;470275753;25646572;3.80;4614.80;8308.80;5.40;2.40;92.60;0.00;0;95.84;0.28;1.55;2.42;3.80;1.00
8;6045968079;2242970546;450827136;23457488;2.40;4324.00;8950.20;4.80;2.20;93.00;0.00;0;95.04;0.25;1.32;2.29;2.40;1.00
9;6625699709;2328818939;468606015;25057652;1.00;3742.00;7611.80;4.80;2.00;93.20;0.00;0;95.88;0.11;1.11;2.16;1.00;1.00
10;5919120985;2210921902;450788069;24358488;1.20;4299.60;8264.00;4.80;2.40;93.00;0.00;0;95.60;0.34;1.02;2.07;1.20;1.00
