run;transfer_MB;bandwidth_Mbps;hops;avg_loss_pct;avg_latency_ms;avg_best_ms;avg_worst_ms;avg_stdev_ms;interfaz;rx_pps;tx_pps
1;288;241;8;8,75;14,50;14,50;14,00;15,12;enp6s18;1342;1551
2;296;248;8;7,50;15,12;15,00;14,25;17,00;enp6s18;1124;1349
3;298;250;8;7,50;14,62;14,62;14,38;15,50;enp6s18;1054;1262
4;288;242;8;3,75;14,88;15,00;14,25;17,62;enp6s18;1198;1362
5;305;255;8;2,50;14,62;16,00;13,38;22,25;enp6s18;1226;1437
6;219;184;8;6,25;14,62;14,75;14,25;16,00;enp6s18;2248;2593
7;263;220;8;5,00;15,00;15,50;14,38;19,25;enp6s18;1576;1856
8;258;217;8;1,25;14,88;14,88;14,38;16,38;enp6s18;888;1020
9;252;211;8;3,75;14,62;15,50;14,25;21,62;enp6s18;385;461
10;257;216;8;1,25;15,88;15,50;14,25;16,88;enp6s18;754;845
