run;latencia_ms_promedio;threads;block_size;total_size;total_operations;total_time_s;min_latency_ms;avg_latency_ms;max_latency_ms;swpd_avg;free_avg;buff_avg;cache_avg;si_avg;so_avg;mem_used;mem_free
1;0,000016;1;1024KiB;128MiB;128;0.0057;0.04;0.04;0.05;0;13768340;26484;1305288;0;0;2148;13405
2;0,000016;1;1024KiB;128MiB;128;0.0058;0.04;0.04;0.05;0;13764028;26628;1307276;0;0;2111;13440
3;0,000016;1;1024KiB;128MiB;128;0.0058;0.04;0.04;0.05;0;13744796;26756;1309048;0;0;2128;13422
4;0,000016;1;1024KiB;128MiB;128;0.0058;0.04;0.04;0.05;0;13767856;26852;1310784;0;0;2104;13444
5;0,000016;1;1024KiB;128MiB;128;0.0061;0.04;0.05;0.34;0;13728520;26948;1312500;0;0;2149;13398
6;0,000016;1;1024KiB;128MiB;128;0.0058;0.04;0.04;0.05;0;13707004;27044;1314288;0;0;2160;13385
7;0,000016;1;1024KiB;128MiB;128;0.0058;0.04;0.04;0.05;0;13694216;27188;1316232;0;0;2171;13373
8;0,000016;1;1024KiB;128MiB;128;0.0057;0.04;0.04;0.05;0;13677948;27316;1317484;0;0;2193;13349
9;0,000016;1;1024KiB;128MiB;128;0.0059;0.04;0.04;0.12;0;13651892;27428;1319484;0;0;2209;13331
10;0,000016;1;1024KiB;128MiB;128;0.0057;0.04;0.04;0.05;0;13671332;27524;1321220;0;0;2189;13350
