run;transfer_MB;bandwidth_Mbps;hops;avg_loss_pct;avg_latency_ms;avg_best_ms;avg_worst_ms;avg_stdev_ms;interfaz;rx_pps;tx_pps
1;112;93.9;8;5,00;15,50;15,00;14,12;17,38;enp0s31f6;469;550
2;112;94.0;8;6,25;14,12;14,75;13,88;15,75;enp0s31f6;457;535
3;112;94.2;8;7,50;14,38;14,50;13,50;15,38;enp0s31f6;573;655
4;112;94.0;8;8,75;14,25;14,62;13,88;16,38;enp0s31f6;440;521
5;112;93.8;8;8,75;14,38;14,62;13,88;16,38;enp0s31f6;500;576
6;111;93.3;8;8,75;14,25;14,50;14,00;16,38;enp0s31f6;480;566
7;88.2;74.0;8;10,00;14,12;14,50;13,75;16,50;enp0s31f6;545;616
8;111;93.2;8;7,50;14,25;14,75;13,88;16,25;enp0s31f6;491;562
9;112;93.6;8;11,25;14,25;14,62;13,88;15,88;enp0s31f6;491;556
10;111;93.4;8;10,00;15,50;14,88;14,00;17,00;enp0s31f6;472;546
