run;transfer_MB;bandwidth_Mbps;hops;avg_loss_pct;avg_latency_ms;avg_best_ms;avg_worst_ms;avg_stdev_ms;interfaz;rx_pps;tx_pps
1;104;87.1;8;5,00;15,12;15,75;14,62;19,50;enp6s18;3853;4377
2;104;87.0;8;5,00;17,00;15,50;14,50;18,00;enp6s18;3770;4327
3;104;86.9;8;1,25;15,38;15,62;14,62;17,75;enp6s18;3888;4499
4;104;87.2;8;3,75;14,88;14,88;14,75;15,62;enp6s18;4293;4863
5;104;87.1;8;3,75;15,75;15,25;14,75;16,50;enp6s18;2085;2380
6;103;86.7;8;7,50;15,25;15,12;14,50;16,25;enp6s18;5183;5856
7;77.3;64.9;8;7,50;15,62;15,62;14,62;17,75;enp6s18;3845;4348
8;104;86.9;8;6,25;15,25;15,25;14,75;16,12;enp6s18;3740;4273
9;104;86.9;8;5,00;15,62;15,38;14,50;17,00;enp6s18;2687;3073
10;104;87.4;8;5,00;15,38;15,38;14,38;17,75;enp6s18;3692;4195
