run;latencia_ms_promedio;threads;block_size;total_size;total_operations;total_time_s;min_latency_ms;avg_latency_ms;max_latency_ms;swpd_avg;free_avg;buff_avg;cache_avg;si_avg;so_avg;mem_used;mem_free
1;0,000000;1;1024KiB;128MiB;128;0.0047;0.03;0.04;0.07;0;15619996;15304;398588;0;0;656;15252
2;0,000000;1;1024KiB;128MiB;128;0.0048;0.04;0.04;0.04;0;15629720;15336;398616;0;0;634;15274
3;0,000000;1;1024KiB;128MiB;128;0.0048;0.03;0.04;0.08;0;15639676;15368;398684;0;0;637;15271
4;0,000000;1;1024KiB;128MiB;128;0.0047;0.03;0.04;0.07;0;15626452;15400;398616;0;0;649;15258
5;0,000000;1;1024KiB;128MiB;128;0.0063;0.04;0.05;0.09;0;15613820;15432;398648;0;0;661;15247
6;0,000000;1;1024KiB;128MiB;128;0.0050;0.04;0.04;0.11;0;15610348;15464;398660;0;0;663;15245
7;0,000000;1;1024KiB;128MiB;128;0.0051;0.04;0.04;0.07;0;15624596;15496;398728;0;0;650;15257
8;0,000000;1;1024KiB;128MiB;128;0.0048;0.03;0.04;0.08;0;15625752;15536;398668;0;0;650;15258
9;0,000000;1;1024KiB;128MiB;128;0.0070;0.04;0.05;0.10;0;15582288;15740;442844;0;0;649;15215
10;0,000000;1;1024KiB;128MiB;128;0.0058;0.04;0.04;0.07;0;15589080;15772;442912;0;0;642;15222
