run;cycles;instructions;cache-references;cache-misses;r_avg;in_avg;cs_avg;us_avg;sy_avg;id_avg;st_avg;usr_core_avg;idle_core_avg;load1;load5;load15;r_avg_processes;running_avg
1;17289370418;6163121505;1233071484;65258010;1.00;9946.40;22632.60;7.40;3.60;88.60;0.00;0;87.35;1.24;0.65;0.42;1.00;1.00
2;19126317335;6750297733;1354743117;68041889;2.00;11574.80;22379.80;9.60;4.00;86.40;0.00;0;86.02;0.90;0.63;0.42;2.00;1.00
3;19128818405;6819702431;1389881268;70308303;1.00;12244.60;22080.20;8.80;4.00;87.40;0.00;0;85.83;1.03;0.70;0.46;1.00;1.00
4;18755158147;6711134535;1374905676;69238044;1.40;12099.80;22209.00;8.80;3.80;87.40;0.00;0;86.24;1.31;0.81;0.51;1.40;1.00
5;18841024151;6718862749;1369836740;71256858;3.40;12669.40;22825.40;9.00;3.60;86.80;0.00;0;86.32;1.07;0.80;0.52;3.40;1.60
6;18903013917;6831777585;1386365928;72052341;1.40;13082.00;21520.40;8.80;4.40;86.80;0.00;0;86.84;1.47;0.95;0.59;1.40;1.00
7;18771733318;6798337223;1384704734;72865870;1.00;11942.00;19611.00;8.20;4.00;88.00;0.00;0;87.67;1.27;0.99;0.62;1.00;1.00
8;18193222425;6641040121;1358957657;72865248;1.40;13160.60;23219.40;8.80;4.40;87.00;0.00;0;85.49;0.74;0.88;0.60;1.40;1.20
9;18673936921;6585660169;1335033939;71255276;2.60;11311.00;19039.60;7.80;3.60;88.40;0.00;0;87.58;0.98;0.89;0.62;2.60;1.20
10;19537224225;6906217314;1414749107;75849338;1.60;12539.00;19724.80;8.80;4.00;87.20;0.00;0;85.78;0.57;0.81;0.61;1.60;1.00
