run;transfer_MB;bandwidth_Mbps;hops;avg_loss_pct;avg_latency_ms;avg_best_ms;avg_worst_ms;avg_stdev_ms;interfaz;rx_pps;tx_pps
1;112;93.8;8;8,75;14,75;15,12;14,00;17,12;enp0s31f6;542;644
2;95.2;79.9;8;11,25;14,75;15,00;14,50;16,62;enp0s31f6;711;781
3;112;93.8;8;12,50;12,38;13,25;11,62;14,88;enp0s31f6;618;705
4;112;93.7;8;11,25;15,50;15,50;14,12;16,75;enp0s31f6;464;534
5;111;93.5;8;10,00;14,88;15,38;14,25;19,25;enp0s31f6;519;611
6;112;94.0;8;7,50;15,12;15,00;14,25;15,75;enp0s31f6;564;647
7;107;89.9;8;10,00;15,25;15,75;14,25;23,38;enp0s31f6;532;631
8;112;93.6;8;8,75;15,50;15,25;14,00;18,38;enp0s31f6;726;814
9;112;94.0;8;7,50;14,88;15,38;14,25;18,38;enp0s31f6;681;756
10;108;90.2;8;10,00;14,75;15,00;14,50;16,12;enp0s31f6;541;645
