run;cycles;instructions;cache-references;cache-misses;r_avg;in_avg;cs_avg;us_avg;sy_avg;id_avg;st_avg;usr_core_avg;idle_core_avg;load1;load5;load15;r_avg_processes;running_avg
1;40440510881;40114030327;1326861727;232835221;2.40;7634.00;109039.20;13.60;19.20;67.20;0.00;.33;67.12;1.88;2.28;2.39;2.40;1.40
2;42757443679;41674646318;1404620985;252975122;5.40;7145.20;104155.80;13.00;18.60;68.60;0.00;.36;67.63;2.58;2.38;2.42;5.40;1.20
3;40337218929;40940059463;1302539496;231776894;2.00;6724.60;97791.00;12.60;18.40;68.60;0.00;.30;69.41;2.07;2.29;2.39;2.00;1.20
4;40940585656;40920756828;1323167871;237451443;1.60;7178.20;99510.40;11.80;19.00;68.80;0.00;.33;68.30;2.28;2.30;2.38;1.60;1.40
5;40644966112;40759583558;1327650893;238341984;4.80;7596.80;109696.40;13.40;19.20;67.40;0.00;.33;67.84;2.36;2.39;2.41;4.80;1.00
6;40468600515;41017595876;1298257064;235720070;3.00;7493.20;114360.00;13.00;19.20;67.60;0.00;.27;69.24;2.01;2.32;2.39;3.00;1.00
7;40835472867;40825055646;1309777685;236694960;2.60;7757.20;120055.00;13.40;19.40;67.40;0.00;.27;69.19;2.34;2.39;2.41;2.60;1.40
8;39872686622;40492867699;1269299743;229825522;4.40;7759.40;119597.80;13.80;19.20;66.60;0.00;.33;68.44;2.54;2.45;2.43;4.40;1.20
9;40407824197;40797973278;1305844447;235533178;2.00;7047.20;105543.00;12.80;19.20;67.80;0.00;.27;68.74;2.49;2.46;2.43;2.00;1.00
10;39244037089;40403055148;1261192417;226678516;3.20;7252.20;104047.20;12.00;19.20;68.40;0.00;.34;68.74;2.16;2.36;2.40;3.20;1.00
