run;latencia_ms_promedio;threads;block_size;total_size;total_operations;total_time_s;min_latency_ms;avg_latency_ms;max_latency_ms;swpd_avg;free_avg;buff_avg;cache_avg;si_avg;so_avg;mem_used;mem_free
1;0,000000;1;1024KiB;128MiB;128;0.0049;0.04;0.04;0.07;0;15508076;18532;444840;0;0;716;15145
2;0,000000;1;1024KiB;128MiB;128;0.0049;0.03;0.04;0.08;0;15216732;18564;444844;0;0;1058;14802
3;0,000000;1;1024KiB;128MiB;128;0.0057;0.04;0.04;0.09;0;15412904;18596;444916;0;0;846;15014
4;0,000000;1;1024KiB;128MiB;128;0.0051;0.04;0.04;0.07;0;15494580;18636;444924;0;0;729;15132
5;0,000000;1;1024KiB;128MiB;128;0.0076;0.04;0.04;0.08;0;15483148;18668;444924;0;0;750;15110
6;0,000000;1;1024KiB;128MiB;128;0.0062;0.04;0.05;0.08;0;15421832;18700;444900;0;0;801;15059
7;0,000000;1;1024KiB;128MiB;128;0.0049;0.04;0.04;0.04;0;15484324;18732;444896;0;0;747;15113
8;0,000000;1;1024KiB;128MiB;128;0.0053;0.04;0.04;0.05;0;15477644;18780;444884;0;0;737;15123
9;0,000000;1;1024KiB;128MiB;128;0.0060;0.04;0.04;0.08;0;15489712;18812;444884;0;0;735;15125
10;0,000000;1;1024KiB;128MiB;128;0.0053;0.04;0.04;0.08;0;15175844;18844;444916;0;0;839;15021
