run;transfer_MB;bandwidth_Mbps;hops;avg_loss_pct;avg_latency_ms;avg_best_ms;avg_worst_ms;avg_stdev_ms;interfaz;rx_pps;tx_pps
1;15.7;13.1;8;8,75;16,38;17,12;14,88;22,88;enp6s18;8477;9305
2;18.7;15.7;8;6,25;15,38;17,12;14,88;23,88;enp6s18;12769;14159
3;24.4;20.5;8;7,50;16,12;16,62;14,88;22,25;enp6s18;13154;14145
4;18.3;15.3;8;7,50;17,62;15,88;14,75;20,12;enp6s18;13125;14693
5;19.4;16.3;8;6,25;20,38;17,00;14,75;23,00;enp6s18;11745;13214
6;22.0;18.4;8;2,50;15,75;15,88;14,75;19,38;enp6s18;13052;14437
7;17.9;15.0;8;7,50;16,38;16,25;14,62;21,75;enp6s18;12573;14507
8;13.0;10.9;8;7,50;15,50;16,88;15,00;20,00;enp6s18;11402;12809
9;17.2;14.5;8;6,25;15,62;15,38;14,75;16,88;enp6s18;9713;9691
10;41.5;34.8;8;5,00;15,62;16,00;14,62;19,50;enp6s18;11477;13485
