Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1751553864,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1751553865,20,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1751553866,60,,Aggregated,0.000000,0.000000,74,96,260,270,300,1300,1300,1300,1300,1300,1300,310,1,69,175.45931096444087,6.937200087122619,1321.9977000262588,245.75483870967741
1751553867,80,,Aggregated,0.000000,0.000000,25,41,78,90,270,300,1300,1300,1300,1300,1300,605,2,25,98.73093536935654,4.8229999374598265,1321.9977000262588,239.91570247933885
1751553868,100,,Aggregated,62.000000,0.000000,22,29,50,79,260,300,1300,1300,1300,1300,1300,746,2,22,83.15824383252422,4.8229999374598265,1321.9977000262588,240.6112600536193
1751553869,120,,Aggregated,152.333333,0.333333,19,25,34,53,100,280,1300,1300,1300,1300,1300,904,3,19,71.04645641515468,4.687500069849193,1321.9977000262588,242.0829646017699
1751553870,140,,Aggregated,151.250000,0.500000,17,23,28,38,94,270,310,1300,1300,1300,1300,1068,3,17,62.01053455045572,4.687500069849193,1321.9977000262588,248.05992509363296
1751553871,160,,Aggregated,149.200000,0.400000,18,23,27,30,79,260,300,1300,1300,1300,1300,1481,5,18,50.07367832479265,3.510999958962202,1321.9977000262588,253.09925725860904
1751553872,180,,Aggregated,150.666667,0.500000,15,20,24,26,48,99,300,1300,1300,1300,1300,1933,5,15,41.243926021407766,3.510999958962202,1321.9977000262588,255.01862390067254
1751553873,200,,Aggregated,152.571429,0.428571,15,19,23,25,40,92,280,310,1300,1300,1300,2234,8,15,37.68782314235568,3.510999958962202,1321.9977000262588,256.73679498657117
1751553874,220,,Aggregated,192.375000,0.625000,15,19,22,24,36,88,270,310,1300,1300,1300,2525,9,15,35.27443306949358,3.510999958962202,1321.9977000262588,255.93544554455445
1751553875,240,,Aggregated,214.777778,0.555556,15,19,22,24,37,90,270,310,1300,1300,1300,2781,10,15,34.704279252535606,1.5924000181257725,1321.9977000262588,257.8888888888889
