run;read_iops;write_iops;read_bw_MBps;write_bw_MBps;read_lat_avg_ms;write_lat_avg_ms
1;6797;6797;26.6;26.6;0.12779;0
2;8642;8642;33.8;33.8;0.10043;0.00941409
3;7551;7551;29.5;29.5;0.11788;0.00711606
4;8382;8382;32.7;32.7;0.10583;0.00831452
5;8055;8055;31.5;31.5;0.11507;0.00540076
6;8527;8527;33.3;33.3;0.10996;0.00411397
7;9065;9065;35.4;35.4;0.1022;0.00453444
8;8596;8596;33.6;33.6;0.10834;0.00461519
9;8070;8070;31.5;31.5;0.11503;0.0052843
10;9045;9045;35.3;35.3;0.10137;0.00533496
