run;transfer_MB;bandwidth_Mbps;hops;avg_loss_pct;avg_latency_ms;avg_best_ms;avg_worst_ms;avg_stdev_ms;interfaz;rx_pps;tx_pps
1;239;201;8;5,00;15,00;15,12;14,25;17,50;enp6s18;12167;14009
2;323;271;8;2,50;14,38;14,50;14,25;15,25;enp6s18;12686;19371
3;267;224;8;2,50;16,38;15,38;14,25;17,62;enp6s18;12036;13809
4;241;202;8;3,75;14,50;15,00;14,12;18,00;enp6s18;15623;18102
5;239;200;8;7,50;15,38;14,88;14,00;16,00;enp6s18;12215;14193
6;224;188;8;5,00;17,00;15,12;14,25;17,25;enp6s18;12457;14383
7;238;200;8;5,00;15,00;14,75;14,38;16,62;enp6s18;10436;12035
8;248;208;8;6,25;14,38;14,62;13,50;16,12;enp6s18;10987;12685
9;231;194;8;7,50;15,75;14,62;13,88;16,50;enp6s18;13426;16065
10;304;255;8;6,25;15,88;14,62;13,88;16,38;enp6s18;7706;10835
