run;transfer_MB;bandwidth_Mbps;hops;avg_loss_pct;avg_latency_ms;avg_best_ms;avg_worst_ms;avg_stdev_ms;interfaz;rx_pps;tx_pps
1;105;88.2;8;7,50;14,00;14,50;13,25;16,38;enp0s31f6;783;820
2;111;93.2;8;7,50;14,75;14,75;13,38;16,25;enp0s31f6;674;690
3;106;89.1;8;10,00;14,12;14,75;13,50;17,25;enp0s31f6;779;750
4;106;89.0;8;10,00;14,00;14,25;13,88;14,62;enp0s31f6;996;1004
5;106;89.1;8;8,75;14,38;14,25;13,38;14,75;enp0s31f6;649;641
6;111;93.5;8;8,75;14,12;14,12;13,25;14,62;enp0s31f6;556;591
7;108;90.9;8;10,00;14,25;15,00;13,75;18,88;enp0s31f6;583;565
8;110;92.3;8;5,00;14,50;14,50;13,38;15,25;enp0s31f6;642;611
9;107;90.2;8;5,00;14,62;14,75;13,88;16,25;enp0s31f6;669;672
10;107;89.9;8;5,00;16,50;15,00;13,38;16,88;enp0s31f6;795;808
