run;cycles;instructions;cache-references;cache-misses;r_avg;in_avg;cs_avg;us_avg;sy_avg;id_avg;st_avg;usr_core_avg;idle_core_avg;load1;load5;load15;r_avg_processes;running_avg
1;41966721930;41220289874;1391511592;246828371;3.60;8305.40;128371.00;11.60;20.00;68.00;0.00;.26;68.71;2.37;2.40;2.33;3.60;1.20
2;39822870476;40393935455;1268355444;226009751;5.60;7519.00;116297.00;10.40;20.00;69.40;0.00;.23;68.17;2.15;2.39;2.34;5.60;1.00
3;41226329631;41249527284;1355385765;240442806;4.20;7284.20;111356.80;10.40;19.20;70.20;0.00;.27;68.21;1.89;2.27;2.30;4.20;1.00
4;41285444084;41056477971;1335290751;238802015;3.60;7440.20;111122.40;10.40;19.40;70.00;0.00;.30;69.19;2.24;2.26;2.29;3.60;1.00
5;39973326673;40506093689;1281091353;228275248;4.20;7761.20;113661.60;11.00;20.00;68.40;0.00;.30;67.87;1.92;2.17;2.25;4.20;1.20
6;40229436641;40657861271;1268941660;228208528;4.60;8059.20;125996.00;11.20;19.80;68.40;0.00;.30;67.87;2.56;2.26;2.28;4.60;1.00
7;38748683703;40127322807;1206355827;221860465;2.80;7163.00;104980.20;10.20;19.60;69.80;0.00;.33;68.68;2.34;2.27;2.28;2.80;1.20
8;38522086046;39736461088;1204870716;214244764;2.20;7183.00;103727.00;10.00;19.40;70.40;0.00;.30;68.13;1.81;2.18;2.25;2.20;1.00
9;39879398996;40575130056;1292646345;227514686;4.60;7146.40;105635.60;10.40;19.60;69.80;0.00;.37;67.82;2.40;2.32;2.29;4.60;1.20
10;41193771496;41049240804;1326041068;237620619;2.00;7178.00;99167.40;10.80;20.20;69.00;0.00;.27;67.84;1.98;2.24;2.27;2.00;1.00
