run;latencia_ms_promedio;threads;block_size;total_size;total_operations;total_time_s;min_latency_ms;avg_latency_ms;max_latency_ms;swpd_avg;free_avg;buff_avg;cache_avg;si_avg;so_avg;mem_used;mem_free
1;0,000016;1;1024KiB;128MiB;128;0.0058;0.04;0.04;0.05;0;12991900;62772;2547916;0;0;1660;12686
2;0,000016;1;1024KiB;128MiB;128;0.0058;0.04;0.04;0.04;0;12934864;63004;2552992;0;0;1712;12630
3;0,000016;1;1024KiB;128MiB;128;0.0066;0.04;0.05;0.23;0;12772240;63116;2559056;0;0;1868;12468
4;0,000016;1;1024KiB;128MiB;128;0.0062;0.04;0.04;0.05;0;12813560;63324;2583212;0;0;1800;12512
5;0,000016;1;1024KiB;128MiB;128;0.0058;0.04;0.04;0.05;0;12695776;63524;2590540;0;0;1899;12406
6;0,000016;1;1024KiB;128MiB;128;0.0060;0.04;0.04;0.11;0;12710084;63668;2595448;0;0;1881;12419
7;0,000016;1;1024KiB;128MiB;128;0.0055;0.04;0.04;0.07;0;12681364;63764;2600152;0;0;1890;12406
8;0,000016;1;1024KiB;128MiB;128;0.0058;0.04;0.04;0.05;0;12937000;63868;2605408;0;0;1658;12633
9;0,000016;1;1024KiB;128MiB;128;0.0060;0.04;0.05;0.08;0;12939016;64012;2610576;0;0;1651;12634
10;0,000016;1;1024KiB;128MiB;128;0.0057;0.04;0.04;0.05;0;12936516;64160;2617780;0;0;1728;12550
