run;read_iops;write_iops;read_bw_MBps;write_bw_MBps;read_lat_avg_ms;write_lat_avg_ms
1;7103;7103;27.7;27.7;0.12395;0.00833304
2;7970;7970;31.1;31.1;0.11289;0.00798608
3;8080;8080;31.6;31.6;0.11365;0.00581975
4;7715;7715;30.1;30.1;0.11669;0.00658225
5;8327;8327;32.5;32.5;0.11034;0.00594127
6;8619;8619;33.7;33.7;0.10475;0.00658646
7;7970;7970;31.1;31.1;0.11179;0.00735031
8;8231;8231;32.2;32.2;0.10815;0.00659037
9;8858;8858;34.6;34.6;0.10258;0.00579296
10;8437;8437;33.0;33.0;0.10873;0.00493792
