run;cycles;instructions;cache-references;cache-misses;r_avg;in_avg;cs_avg;us_avg;sy_avg;id_avg;st_avg;usr_core_avg;idle_core_avg;load1;load5;load15;r_avg_processes;running_avg
1;26734656824;14979611891;2505734318;353750842;6.40;4929.40;29482.80;38.60;13.60;47.20;0.00;.63;43.49;5.30;5.28;4.62;6.40;3.00
2;30658065694;23741930167;2554380752;376251100;7.00;4512.40;31672.80;36.80;12.00;50.60;0.00;.63;44.61;4.64;5.06;4.60;7.00;2.60
3;31615108186;26525403268;2531949472;376897133;10.60;4597.80;33409.40;40.60;11.80;46.80;0.00;.59;46.83;5.70;5.26;4.70;10.60;2.40
4;35339219983;37300264107;2596461994;404770270;8.80;4691.20;33531.40;41.00;12.00;46.80;0.00;.47;44.52;7.60;5.64;4.86;8.80;3.60
5;39965108002;44669247918;2800609457;455817728;12.40;4627.20;31430.00;42.00;10.80;46.60;0.00;.53;41.44;5.72;5.47;4.85;12.40;6.60
6;40343381179;49252908363;2684658211;433262744;5.20;5223.40;39017.40;45.00;11.60;43.00;0.00;.59;35.73;5.51;5.51;4.93;5.20;2.00
7;39442050825;50008162432;2640750080;434902778;8.40;4583.80;32067.20;44.40;10.40;44.80;0.00;.60;37.97;7.45;6.04;5.15;8.40;4.40
8;44743900085;59585896105;2721229394;472526843;5.00;5698.80;42795.20;47.00;10.00;42.20;0.00;.53;37.16;5.78;5.78;5.12;5.00;5.20
9;43115508745;59634350800;2643803133;446032915;6.60;5313.00;40860.60;49.60;10.60;38.80;0.00;.62;40.69;7.20;6.13;5.30;6.60;3.60
10;49782094881;72603682045;2862772983;510490549;3.80;5128.00;40123.40;44.00;9.60;45.80;0.00;.20;84.68;4.67;5.52;5.15;3.80;1.00
